mode,family_id,scenario_id,parameter_sample,seed,run,arm_id,run_id,generated_frame_count,completed_frame_count,incomplete_frame_count,deadline_miss_count,all_generated_deadline_miss_rate,all_generated_censored_mean_us,completed_frame_hf7_p99_supported,completed_frame_hf7_p99_us,sender_airtime_us,background_throughput_mbps
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21092,1,distributional_shadow_t2,817f9757cd9c80791c3d,1800,1799,1,1,0.0005555555555555556,2669.9583333333335,True,12066.599999999991,4031919.0,26.06784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21093,1,str_mlo_nmaxinflights_1,53e76681f74c6ec27303,1800,1782,18,18,0.01,4406.6,True,22242.560000000005,4525851.0,26.4664
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21093,1,score_aware_t2_v2,01b2ed9527142cd2eef5,1800,1786,14,14,0.0077777777777777776,5101.671111111111,True,21461.950000000004,5869867.0,26.4664
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21093,1,distributional_shadow_t2,c91d513bf2924a968a25,1800,1779,21,21,0.011666666666666667,5382.203888888889,True,22726.660000000003,5861410.0,26.4664
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21094,1,str_mlo_nmaxinflights_1,7f723cb6bddcf64f9232,1800,1791,9,9,0.005,2841.043888888889,True,14186.899999999901,3481437.0,26.94784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21094,1,score_aware_t2_v2,d1c2e9eff770d6168df9,1800,1799,1,1,0.0005555555555555556,2317.2205555555556,True,10278.460000000001,3371581.0,26.94784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21094,1,distributional_shadow_t2,a5ff21996bb7d6e3de16,1800,1800,0,0,0.0,2223.8566666666666,True,9442.06,3820003.0,26.94784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21095,1,str_mlo_nmaxinflights_1,bbe63fa2e922bbb843e8,1800,1775,25,25,0.013888888888888888,4484.849444444444,True,26274.439999999995,4482066.0,26.77056
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21095,1,score_aware_t2_v2,1d504add57fd9be14522,1800,1767,33,33,0.018333333333333333,5347.325555555555,True,24152.899999999987,5965704.0,26.77056
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21095,1,distributional_shadow_t2,4c3a3f862c45421c49f0,1800,1755,45,45,0.025,5855.777777777777,True,26461.680000000008,5881867.0,26.77056
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21096,1,str_mlo_nmaxinflights_1,4839e524feec5c40f41e,1800,1795,5,5,0.002777777777777778,2851.556666666667,True,16771.319999999996,3680681.0,27.20448
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21096,1,score_aware_t2_v2,8f5cb48e0a98bd7f6aa7,1800,1794,6,6,0.0033333333333333335,3295.737222222222,True,17316.14,4525836.0,27.20448
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21096,1,distributional_shadow_t2,95d0d1c3edd30ce64c18,1800,1794,6,6,0.0033333333333333335,3310.992777777778,True,17147.61,4500394.0,27.20448
fixed,video_workload,video-workload-qualification-p16,16,21097,1,str_mlo_nmaxinflights_1,efb9a04cbe4ff21e3b53,3600,3526,74,74,0.020555555555555556,3060.3775,True,13620.75,6295758.0,25.71696
fixed,video_workload,video-workload-qualification-p16,16,21097,1,score_aware_t2_v2,60b85f13b990a74c85cd,3600,3487,113,113,0.03138888888888889,3451.336388888889,True,13349.319999999996,7452395.0,25.712
fixed,video_workload,video-workload-qualification-p16,16,21097,1,distributional_shadow_t2,3085de624dbd3a0cf652,3600,3465,135,135,0.0375,3531.4525,True,13682.920000000006,7430938.0,25.71168
fixed,video_workload,video-workload-qualification-p16,16,21098,1,str_mlo_nmaxinflights_1,8a0c9622eb72098399cb,3600,3481,119,119,0.03305555555555555,3542.1505555555555,True,14133.399999999983,6664478.0,26.43808
fixed,video_workload,video-workload-qualification-p16,16,21098,1,score_aware_t2_v2,c31f5c16be41b463bb23,3600,3416,184,184,0.051111111111111114,3982.597222222222,True,14226.599999999995,7762989.0,26.43744
fixed,video_workload,video-workload-qualification-p16,16,21098,1,distributional_shadow_t2,415e22b5f3feed9ec6b0,3600,3446,154,154,0.042777777777777776,3836.222777777778,True,14092.150000000016,7844938.0,26.43856
fixed,video_workload,video-workload-qualification-p16,16,21099,1,str_mlo_nmaxinflights_1,0d6980875f8b68d1ab2f,3600,3598,2,2,0.0005555555555555556,1332.5702777777778,True,4671.0599999999995,4260897.0,26.40464
fixed,video_workload,video-workload-qualification-p16,16,21099,1,score_aware_t2_v2,ef23ca69600918b92533,3600,3600,0,0,0.0,1386.338888888889,True,5023.089999999998,4343803.0,26.40416
fixed,video_workload,video-workload-qualification-p16,16,21099,1,distributional_shadow_t2,3c5b28d66076fcb5e164,3600,3600,0,0,0.0,1361.5097222222223,True,4045.079999999998,4470446.0,26.40416
fixed,video_workload,video-workload-qualification-p16,16,21100,1,str_mlo_nmaxinflights_1,78706dafe69b5250af17,3600,3532,68,68,0.01888888888888889,2854.339722222222,True,13158.76,6046872.0,26.38944
fixed,video_workload,video-workload-qualification-p16,16,21100,1,score_aware_t2_v2,946f764bbea2c105f165,3600,3497,103,103,0.02861111111111111,3410.616388888889,True,13571.44,7446058.0,26.3856
fixed,video_workload,video-workload-qualification-p16,16,21100,1,distributional_shadow_t2,8cd38246a52ada731431,3600,3478,122,122,0.03388888888888889,3502.0827777777777,True,13851.0,7414359.0,26.3864
fixed,video_workload,video-workload-qualification-p17,17,21101,1,str_mlo_nmaxinflights_1,781e153e638f4b576ba8,3600,3551,49,49,0.01361111111111111,3173.597222222222,True,12650.0,8048148.0,27.15184
fixed,video_workload,video-workload-qualification-p17,17,21101,1,score_aware_t2_v2,0c183c114b5e9d8308dc,3600,3582,18,18,0.005,2767.3030555555556,True,11304.66000000001,8232064.0,27.14928
fixed,video_workload,video-workload-qualification-p17,17,21101,1,distributional_shadow_t2,4ec3b164dc0560447eef,3600,3588,12,12,0.0033333333333333335,2736.903333333333,True,10904.280000000017,8304776.0,27.14832
fixed,video_workload,video-workload-qualification-p17,17,21102,1,str_mlo_nmaxinflights_1,3bbdf1ae928cf3811f78,3600,3434,166,166,0.04611111111111111,4345.0025,True,14613.44000000001,9735274.0,26.89984
fixed,video_workload,video-workload-qualification-p17,17,21102,1,score_aware_t2_v2,0b3dc2b9b29bbc2a98a5,3600,3265,335,335,0.09305555555555556,5759.237222222222,True,15334.32,12276714.0,26.892
fixed,video_workload,video-workload-qualification-p17,17,21102,1,distributional_shadow_t2,d8de8dc039475e202923,3600,3280,320,320,0.08888888888888889,5810.396111111111,True,15363.68,12177778.0,26.892
fixed,video_workload,video-workload-qualification-p17,17,21103,1,str_mlo_nmaxinflights_1,37816e9f94359799f28f,3600,3590,10,10,0.002777777777777778,2296.569722222222,True,9149.960000000005,7077336.0,26.924
fixed,video_workload,video-workload-qualification-p17,17,21103,1,score_aware_t2_v2,93cbe2277b240ab058f5,3600,3589,11,11,0.0030555555555555557,2406.0286111111113,True,9914.2,7663974.0,26.92208
fixed,video_workload,video-workload-qualification-p17,17,21103,1,distributional_shadow_t2,2e7388bd456702c37253,3600,3589,11,11,0.0030555555555555557,2403.536111111111,True,9916.959999999997,7580995.0,26.92208
fixed,video_workload,video-workload-qualification-p17,17,21104,1,str_mlo_nmaxinflights_1,b5cd049f178986555a45,3600,3408,192,192,0.05333333333333334,4960.9991666666665,True,14686.369999999999,10120993.0,25.99472
fixed,video_workload,video-workload-qualification-p17,17,21104,1,score_aware_t2_v2,deb9279bf0dad50deabd,3600,3302,298,298,0.08277777777777778,5437.558055555555,True,15275.949999999977,11248812.0,25.99136
fixed,video_workload,video-workload-qualification-p17,17,21104,1,distributional_shadow_t2,339ba85d0562827868ab,3600,3324,276,276,0.07666666666666666,5343.059444444444,True,14951.55,11409881.0,25.99136
fixed,video_workload,video-workload-qualification-p18,18,21105,1,str_mlo_nmaxinflights_1,95fc5e42b73bcc3f3344,1440,1418,22,22,0.015277777777777777,4542.248611111111,True,23469.93999999998,3730509.0,25.91616
fixed,video_workload,video-workload-qualification-p18,18,21105,1,score_aware_t2_v2,ab4ccaf21f0f834f97e6,1440,1438,2,2,0.001388888888888889,2599.536111111111,True,9991.519999999964,3423064.0,25.92096
fixed,video_workload,video-workload-qualification-p18,18,21105,1,distributional_shadow_t2,68dcd2758b28a18b1622,1440,1438,2,2,0.001388888888888889,2600.05,True,10427.18999999994,3865414.0,25.92096
fixed,video_workload,video-workload-qualification-p18,18,21106,1,str_mlo_nmaxinflights_1,19b3bb65b5a2068a18bf,1440,1420,20,20,0.013888888888888888,5715.038888888889,True,28509.799999999985,4253464.0,27.52048
fixed,video_workload,video-workload-qualification-p18,18,21106,1,score_aware_t2_v2,9ea3953e0c2592701471,1440,1419,21,21,0.014583333333333334,6242.445833333333,True,32573.859999999888,5142269.0,27.51904
fixed,video_workload,video-workload-qualification-p18,18,21106,1,distributional_shadow_t2,2a1ec77d151e3f34848a,1440,1425,15,15,0.010416666666666666,5900.101388888889,True,28713.64,5205182.0,27.5192
fixed,video_workload,video-workload-qualification-p18,18,21107,1,str_mlo_nmaxinflights_1,a8e5cebe2ad89b8a418f,1440,1435,5,5,0.003472222222222222,4906.279861111111,True,24749.50000000004,4163346.0,26.88192
fixed,video_workload,video-workload-qualification-p18,18,21107,1,score_aware_t2_v2,85ca9fe942fb08d52d68,1440,1435,5,5,0.003472222222222222,4859.518055555555,True,25465.400000000038,4789406.0,26.88
fixed,video_workload,video-workload-qualification-p18,18,21107,1,distributional_shadow_t2,fe063a09ca25508d9c3d,1440,1436,4,4,0.002777777777777778,4671.94375,True,24655.40000000002,4849203.0,26.88
fixed,video_workload,video-workload-qualification-p18,18,21108,1,str_mlo_nmaxinflights_1,1c6940821a79c0e33eb8,1440,1433,7,7,0.004861111111111111,3849.483333333333,True,20900.20000000002,3555296.0,27.11712
fixed,video_workload,video-workload-qualification-p18,18,21108,1,score_aware_t2_v2,9f9779fccec02bd60473,1440,1440,0,0,0.0,2486.9020833333334,True,10179.77999999998,3421383.0,27.11904
fixed,video_workload,video-workload-qualification-p18,18,21108,1,distributional_shadow_t2,21612466ddbc3f3fae4d,1440,1440,0,0,0.0,2484.592361111111,True,10166.909999999976,3730881.0,27.11904
fixed,video_workload,video-workload-qualification-p19,19,21109,1,str_mlo_nmaxinflights_1,cc8247f9b2d25e73528e,1800,1777,23,23,0.012777777777777779,4235.4783333333335,True,19824.68,4213177.0,26.1664
fixed,video_workload,video-workload-qualification-p19,19,21109,1,score_aware_t2_v2,d4d934eaa990c3e96482,1800,1784,16,16,0.008888888888888889,4693.033888888889,True,22980.310000000063,5266440.0,26.1608
fixed,video_workload,video-workload-qualification-p19,19,21109,1,distributional_shadow_t2,b7a72fd6cca189bdcbc3,1800,1781,19,19,0.010555555555555556,4648.59,True,21194.20000000002,5361398.0,26.16192
fixed,video_workload,video-workload-qualification-p19,19,21110,1,str_mlo_nmaxinflights_1,27d0fdf1805ea5bbdd96,1800,1798,2,2,0.0011111111111111111,2371.8555555555554,True,11826.989999999987,3130855.0,26.46544
fixed,video_workload,video-workload-qualification-p19,19,21110,1,score_aware_t2_v2,40048fdbcac537e4b8d5,1800,1800,0,0,0.0,1976.4027777777778,True,7944.53,2958738.0,26.46528
fixed,video_workload,video-workload-qualification-p19,19,21110,1,distributional_shadow_t2,25b93357b786d4500b01,1800,1800,0,0,0.0,1913.3111111111111,True,6000.5199999999995,3310242.0,26.46528
fixed,video_workload,video-workload-qualification-p19,19,21111,1,str_mlo_nmaxinflights_1,a53214a0b95b9347c167,1800,1776,24,24,0.013333333333333334,4671.0922222222225,True,23746.0,4458368.0,26.32288
fixed,video_workload,video-workload-qualification-p19,19,21111,1,score_aware_t2_v2,fabd7e4cc184679243f3,1800,1786,14,14,0.0077777777777777776,4721.666666666667,True,21006.850000000017,5284298.0,26.32288
fixed,video_workload,video-workload-qualification-p19,19,21111,1,distributional_shadow_t2,4168a86ee9cce73a21c3,1800,1791,9,9,0.005,4448.658333333334,True,19424.499999999967,5470120.0,26.32288
fixed,video_workload,video-workload-qualification-p19,19,21112,1,str_mlo_nmaxinflights_1,459b877103832821252f,1800,1787,13,13,0.007222222222222222,3518.83,True,18514.159999999974,3766393.0,26.42464
fixed,video_workload,video-workload-qualification-p19,19,21112,1,score_aware_t2_v2,22d6bcf73e0e168026ee,1800,1798,2,2,0.0011111111111111111,2413.192777777778,True,9976.669999999996,3343586.0,26.42544
fixed,video_workload,video-workload-qualification-p19,19,21112,1,distributional_shadow_t2,8507c1dd4f49f9ab771e,1800,1798,2,2,0.0011111111111111111,2369.4016666666666,True,8801.159999999998,3815841.0,26.42576
fixed,video_workload,video-workload-qualification-p20,20,21113,1,str_mlo_nmaxinflights_1,6ef4b1f33103135b06b8,2700,2659,41,41,0.015185185185185185,2968.5333333333333,True,14677.660000000013,4356828.0,27.10624
fixed,video_workload,video-workload-qualification-p20,20,21113,1,score_aware_t2_v2,cb13414866f2d660d95a,2700,2659,41,41,0.015185185185185185,3389.57,True,14128.260000000007,5614494.0,27.10736
fixed,video_workload,video-workload-qualification-p20,20,21113,1,distributional_shadow_t2,2d23002e750eed44115e,2700,2632,68,68,0.025185185185185185,3627.202222222222,True,15531.360000000019,5602393.0,27.10736
fixed,video_workload,video-workload-qualification-p20,20,21114,1,str_mlo_nmaxinflights_1,e89d1e7a5798c1bb38c1,2700,2696,4,4,0.0014814814814814814,1610.2407407407406,True,9012.150000000032,3211809.0,26.10704
fixed,video_workload,video-workload-qualification-p20,20,21114,1,score_aware_t2_v2,98f0eee75681faa776ec,2700,2699,1,1,0.00037037037037037035,1333.6751851851852,True,4717.48,3027281.0,26.1048
fixed,video_workload,video-workload-qualification-p20,20,21114,1,distributional_shadow_t2,c5ea70ace2af4fd7fc31,2700,2700,0,0,0.0,1298.42,True,3850.0099999999998,3202838.0,26.1048
fixed,video_workload,video-workload-qualification-p20,20,21115,1,str_mlo_nmaxinflights_1,1ed29e612255c4129b0b,2700,2662,38,38,0.014074074074074074,3015.1685185185183,True,14927.409999999998,4358800.0,26.30848
fixed,video_workload,video-workload-qualification-p20,20,21115,1,score_aware_t2_v2,e8b53787d325f473c0f5,2700,2691,9,9,0.0033333333333333335,2607.8996296296295,True,13240.199999999993,4802044.0,26.30592
fixed,video_workload,video-workload-qualification-p20,20,21115,1,distributional_shadow_t2,4370eb76d40af1df5ed0,2700,2693,7,7,0.0025925925925925925,2541.282222222222,True,12077.119999999977,5039504.0,26.30848
fixed,video_workload,video-workload-qualification-p20,20,21116,1,str_mlo_nmaxinflights_1,ede98ee61b77989af073,2700,2699,1,1,0.00037037037037037035,1736.6485185185186,True,9592.0,3445644.0,26.31536
fixed,video_workload,video-workload-qualification-p20,20,21116,1,score_aware_t2_v2,fac32b0393049d5701ab,2700,2698,2,2,0.0007407407407407407,1909.7866666666666,True,8723.640000000018,3927237.0,26.3144
fixed,video_workload,video-workload-qualification-p20,20,21116,1,distributional_shadow_t2,dc2fea429797d34b6cbc,2700,2697,3,3,0.0011111111111111111,1849.451111111111,True,8019.239999999999,4046126.0,26.31376
fixed,video_workload,video-workload-qualification-p21,21,21117,1,str_mlo_nmaxinflights_1,968a67e0b2c16bfe83d0,1800,1784,16,16,0.008888888888888889,3243.335,True,17906.140000000003,3382898.0,26.27136
fixed,video_workload,video-workload-qualification-p21,21,21117,1,score_aware_t2_v2,64c0445840e894f1f482,1800,1792,8,8,0.0044444444444444444,3495.8605555555555,True,19495.599999999995,4337290.0,26.27248
fixed,video_workload,video-workload-qualification-p21,21,21117,1,distributional_shadow_t2,02cc040f45311b5b8e64,1800,1792,8,8,0.0044444444444444444,3453.9616666666666,True,18868.019999999964,4370884.0,26.27248
fixed,video_workload,video-workload-qualification-p21,21,21118,1,str_mlo_nmaxinflights_1,6d678099338354a0c559,1800,1791,9,9,0.005,3796.9794444444447,True,21870.199999999986,3682023.0,26.42272
fixed,video_workload,video-workload-qualification-p21,21,21118,1,score_aware_t2_v2,5c5de6a5f56621fe6a5d,1800,1792,8,8,0.0044444444444444444,3867.6016666666665,True,18588.049999999977,4425319.0,26.42448
fixed,video_workload,video-workload-qualification-p21,21,21118,1,distributional_shadow_t2,96df3af072aeca95e70d,1800,1792,8,8,0.0044444444444444444,3784.9205555555554,True,18200.259999999966,4515165.0,26.42352
fixed,video_workload,video-workload-qualification-p21,21,21119,1,str_mlo_nmaxinflights_1,fb61ae90a14bff6903dd,1800,1799,1,1,0.0005555555555555556,2461.068888888889,True,15334.479999999998,2835391.0,27.14608
fixed,video_workload,video-workload-qualification-p21,21,21119,1,score_aware_t2_v2,165c390e28b9b31237fe,1800,1800,0,0,0.0,1753.2155555555555,True,7536.41,2510818.0,27.13904
fixed,video_workload,video-workload-qualification-p21,21,21119,1,distributional_shadow_t2,7385c736ead8bfe39f04,1800,1800,0,0,0.0,1688.8716666666667,True,5583.58,2878106.0,27.13888
fixed,video_workload,video-workload-qualification-p21,21,21120,1,str_mlo_nmaxinflights_1,bcee7e981479b7ce948b,1800,1791,9,9,0.005,3256.116111111111,True,18510.699999999975,3418790.0,26.61904
fixed,video_workload,video-workload-qualification-p21,21,21120,1,score_aware_t2_v2,913c660ff8451aa829b2,1800,1787,13,13,0.007222222222222222,3686.596666666667,True,16418.039999999997,4500826.0,26.62
fixed,video_workload,video-workload-qualification-p21,21,21120,1,distributional_shadow_t2,0ad730a96e4f074a626f,1800,1789,11,11,0.006111111111111111,3715.3161111111112,True,16645.239999999925,4465890.0,26.62064
fixed,video_workload,video-workload-qualification-p22,22,21121,1,str_mlo_nmaxinflights_1,1f4459a955ebdb57adf8,2700,2692,8,8,0.002962962962962963,2647.317037037037,True,11598.370000000028,5291479.0,27.50864
fixed,video_workload,video-workload-qualification-p22,22,21121,1,score_aware_t2_v2,c18df0fc76953cf6ff89,2700,2694,6,6,0.0022222222222222222,2779.7966666666666,True,10451.560000000001,6016119.0,27.50912
fixed,video_workload,video-workload-qualification-p22,22,21121,1,distributional_shadow_t2,2b864ad55d56ac204460,2700,2694,6,6,0.0022222222222222222,2817.3722222222223,True,11140.740000000013,6022553.0,27.508
fixed,video_workload,video-workload-qualification-p22,22,21122,1,str_mlo_nmaxinflights_1,f761cfa8c80c405e02cb,2700,2639,61,61,0.02259259259259259,4512.572222222222,True,18741.399999999987,6760305.0,26.21856
fixed,video_workload,video-workload-qualification-p22,22,21122,1,score_aware_t2_v2,449cd223b9b98a8c8307,2700,2632,68,68,0.025185185185185185,4840.012962962963,True,17163.07,7818495.0,26.21136
fixed,video_workload,video-workload-qualification-p22,22,21122,1,distributional_shadow_t2,5fbfaedc1e3510b609ef,2700,2638,62,62,0.022962962962962963,4819.360740740741,True,17717.45,7934410.0,26.2128
fixed,video_workload,video-workload-qualification-p22,22,21123,1,str_mlo_nmaxinflights_1,c8284cbfbc2f632a74dc,2700,2700,0,0,0.0,1855.8114814814815,True,6016.109999999997,4532032.0,26.47296
fixed,video_workload,video-workload-qualification-p22,22,21123,1,score_aware_t2_v2,529ca0aa67084b0f3998,2700,2692,8,8,0.002962962962962963,2079.6666666666665,True,7141.590000000007,4756142.0,26.47344
fixed,video_workload,video-workload-qualification-p22,22,21123,1,distributional_shadow_t2,115e57d9c2a6493adf5c,2700,2692,8,8,0.002962962962962963,2037.7840740740742,True,6226.330000000005,4997674.0,26.4728
fixed,video_workload,video-workload-qualification-p22,22,21124,1,str_mlo_nmaxinflights_1,2fea14997a623febc6e0,2700,2621,79,79,0.02925925925925926,4111.007037037037,True,18185.600000000006,6448557.0,26.98544
fixed,video_workload,video-workload-qualification-p22,22,21124,1,score_aware_t2_v2,c0a43ba0daa847b14f92,2700,2541,159,159,0.058888888888888886,5683.992592592593,True,20075.799999999996,8522539.0,26.98528
fixed,video_workload,video-workload-qualification-p22,22,21124,1,distributional_shadow_t2,0e4222d203f15851f52f,2700,2512,188,188,0.06962962962962962,5929.480740740741,True,19952.659999999985,8429446.0,26.98528
fixed,video_workload,video-workload-qualification-p23,23,21125,1,str_mlo_nmaxinflights_1,d5c14062a50cb44dca8e,1440,1437,3,3,0.0020833333333333333,1559.13125,True,8080.520000000004,1479728.0,26.63984
fixed,video_workload,video-workload-qualification-p23,23,21125,1,score_aware_t2_v2,e9c9fb8cf484f81abd4f,1440,1440,0,0,0.0,1408.5076388888888,True,6622.249999999997,1455513.0,26.64
fixed,video_workload,video-workload-qualification-p23,23,21125,1,distributional_shadow_t2,b12c3414426b5463a6e0,1440,1440,0,0,0.0,1363.629861111111,True,6148.689999999997,1536403.0,26.63936
fixed,video_workload,video-workload-qualification-p23,23,21126,1,str_mlo_nmaxinflights_1,e5476dde6e0fe8bf0f29,1440,1435,5,5,0.003472222222222222,2095.961111111111,True,14593.640000000061,1758007.0,25.8384
fixed,video_workload,video-workload-qualification-p23,23,21126,1,score_aware_t2_v2,2a7b127257e6428a0fdc,1440,1431,9,9,0.00625,2595.570138888889,True,14784.2,2369494.0,25.83424
fixed,video_workload,video-workload-qualification-p23,23,21126,1,distributional_shadow_t2,e9316c3bd223440f73ca,1440,1438,2,2,0.001388888888888889,2104.329166666667,True,9799.359999999968,2519726.0,25.83376
fixed,video_workload,video-workload-qualification-p23,23,21127,1,str_mlo_nmaxinflights_1,d0e8018c888dd74f3f23,1440,1435,5,5,0.003472222222222222,2193.233333333333,True,15930.040000000048,1766506.0,27.39648
fixed,video_workload,video-workload-qualification-p23,23,21127,1,score_aware_t2_v2,9dfa50b2ec2ca65abcc6,1440,1435,5,5,0.003472222222222222,2645.9506944444443,True,14396.060000000052,2397260.0,27.39424
fixed,video_workload,video-workload-qualification-p23,23,21127,1,distributional_shadow_t2,adb27b6009c2bcb040c6,1440,1439,1,1,0.0006944444444444445,2185.238888888889,True,10434.959999999983,2548518.0,27.39424
fixed,video_workload,video-workload-qualification-p23,23,21128,1,str_mlo_nmaxinflights_1,d46e5d2137ea4139523a,1440,1438,2,2,0.001388888888888889,1737.5430555555556,True,12047.409999999953,1512463.0,26.07632
fixed,video_workload,video-workload-qualification-p23,23,21128,1,score_aware_t2_v2,af459224f053fe1394d8,1440,1440,0,0,0.0,1160.0770833333333,True,4561.949999999991,1325280.0,26.07792
fixed,video_workload,video-workload-qualification-p23,23,21128,1,distributional_shadow_t2,52bb575685bfabc9726f,1440,1440,0,0,0.0,1109.8,True,3953.3499999999967,1414152.0,26.07856
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21129,1,str_mlo_nmaxinflights_1,ae82cc3daa9020cc85a8,1800,1718,82,82,0.04555555555555556,7373.1177777777775,True,28703.519999999997,5905180.0,26.74816
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21129,1,score_aware_t2_v2,13c446affac42dbd4446,1800,1725,75,75,0.041666666666666664,6655.372222222222,True,28650.519999999997,5734110.0,26.74752
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21129,1,distributional_shadow_t2,170be359dbca41acf18e,1800,1742,58,58,0.03222222222222222,6314.990555555555,True,27129.069999999985,6110536.0,26.74752
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21130,1,str_mlo_nmaxinflights_1,c909d17f7ff697d8cf6c,1800,1787,13,13,0.007222222222222222,4057.6388888888887,True,19082.199999999903,4283465.0,26.35408
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21130,1,score_aware_t2_v2,dddcb2dbd56818c6a0fb,1800,1789,11,11,0.006111111111111111,3805.798333333333,True,18669.639999999985,4645438.0,26.35248
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21130,1,distributional_shadow_t2,73f2af162965a452f574,1800,1793,7,7,0.0038888888888888888,3725.063888888889,True,18913.43999999994,4725229.0,26.35248
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21131,1,str_mlo_nmaxinflights_1,f839afa9764de925ef88,1800,1734,66,66,0.03666666666666667,6651.416111111111,True,29151.04,5412389.0,26.33856
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21131,1,score_aware_t2_v2,9817ccb78bdeb56f8e5e,1800,1663,137,137,0.07611111111111112,8877.351666666667,True,31266.799999999937,6795107.0,26.33536
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21131,1,distributional_shadow_t2,80598a8b3576d5ed627f,1800,1683,117,117,0.065,8388.293333333333,True,31001.40000000001,6854509.0,26.33488
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21132,1,str_mlo_nmaxinflights_1,0a42aafd58cca2ff3e6a,1800,1756,44,44,0.024444444444444446,4930.607777777778,True,26971.450000000004,4608620.0,26.82624
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21132,1,score_aware_t2_v2,2835bf40e9093740b292,1800,1795,5,5,0.002777777777777778,3032.5994444444445,True,19225.039999999997,3958777.0,26.824
fixed,legacy_coexistence,legacy-coexistence-qualification-p16,16,21132,1,distributional_shadow_t2,3c496f6896a4eef92ca7,1800,1793,7,7,0.0038888888888888888,3072.9066666666668,True,18638.839999999946,3999266.0,26.824
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21133,1,str_mlo_nmaxinflights_1,c41a443f6a04277d5e8d,1800,1280,520,520,0.28888888888888886,15052.855,True,31762.880000000005,6108052.0,26.97504
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21133,1,score_aware_t2_v2,e06c6913cb8a851044f9,1800,659,1141,1141,0.6338888888888888,25350.213333333333,True,32700.759999999995,7752045.0,26.95952
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21133,1,distributional_shadow_t2,da65f24edc963d8153c7,1800,695,1105,1105,0.6138888888888889,24921.34833333333,True,32543.91999999999,7907126.0,26.95808
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21134,1,str_mlo_nmaxinflights_1,fac152b6c676f6d59a8b,1800,1484,316,316,0.17555555555555555,11532.193333333333,True,30320.89000000001,5337960.0,26.65712
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21134,1,score_aware_t2_v2,88992e9d04cc5fa564c5,1800,1425,375,375,0.20833333333333334,13781.330555555556,True,31960.52,5721226.0,26.5968
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21134,1,distributional_shadow_t2,2986715fe0eb5d1f7fb5,1800,1458,342,342,0.19,13438.962777777779,True,32089.52000000001,5933894.0,26.59696
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21135,1,str_mlo_nmaxinflights_1,3c1974ca0f64ca997349,1800,1307,493,493,0.2738888888888889,14788.86611111111,True,31470.400000000005,6116091.0,26.19152
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21135,1,score_aware_t2_v2,e1d2f0bcb15ee8ca815f,1800,916,884,884,0.4911111111111111,21620.987222222222,True,32702.350000000006,7337508.0,26.15104
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21135,1,distributional_shadow_t2,a4fc4e6332751b0cb3c6,1800,924,876,876,0.4866666666666667,21500.731666666667,True,32298.92,7540054.0,26.1496
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21136,1,str_mlo_nmaxinflights_1,3dacd969c8dfa4978676,1800,952,848,848,0.4711111111111111,20484.50888888889,True,32145.350000000002,7491421.0,27.7848
fixed,legacy_coexistence,legacy-coexistence-qualification-p17,17,21136,1,score_aware_t2_v2,f5ee97bdaaa85eb0bd51,1800,788,1012,1012,0.5622222222222222,24076.533888888887,True,32895.51,7307596.0,27.72992
