family_id,scenario_id,mode,arm_id,all_generated_deadline_miss_rate,sender_airtime_us,background_throughput_mbps,all_generated_censored_mean_us
obss_geometry_mac,obss-geometry-mac-qualification-p19,adaptive,score_aware_t2_v2,0.014166666666666666,4415601.5,26.86964,4092.8709722222225
obss_geometry_mac,obss-geometry-mac-qualification-p19,adaptive,distributional_shadow_t2,0.01513888888888889,4571324.25,26.86896,4095.224583333333
obss_geometry_mac,obss-geometry-mac-qualification-p20,fixed,str_mlo_nmaxinflights_1,0.014166666666666666,4657052.5,26.464,4788.948194444444
obss_geometry_mac,obss-geometry-mac-qualification-p20,fixed,score_aware_t2_v2,0.012361111111111111,5002335.25,26.464,4454.2827777777775
obss_geometry_mac,obss-geometry-mac-qualification-p20,fixed,distributional_shadow_t2,0.012638888888888889,5302288.0,26.464,4361.454027777778
obss_geometry_mac,obss-geometry-mac-qualification-p20,adaptive,str_mlo_nmaxinflights_1,0.016805555555555556,3956434.75,26.464,4281.809444444444
obss_geometry_mac,obss-geometry-mac-qualification-p20,adaptive,score_aware_t2_v2,0.01972222222222222,4537043.5,26.46328,4088.7808333333332
obss_geometry_mac,obss-geometry-mac-qualification-p20,adaptive,distributional_shadow_t2,0.018055555555555554,4754255.0,26.46328,4018.7027777777776
obss_geometry_mac,obss-geometry-mac-qualification-p21,fixed,str_mlo_nmaxinflights_1,0.010833333333333334,4367152.0,26.70844,4188.827222222222
obss_geometry_mac,obss-geometry-mac-qualification-p21,fixed,score_aware_t2_v2,0.006805555555555555,4554193.0,26.70608,3720.9625
obss_geometry_mac,obss-geometry-mac-qualification-p21,fixed,distributional_shadow_t2,0.0061111111111111106,4869452.0,26.70724,3644.2604166666665
obss_geometry_mac,obss-geometry-mac-qualification-p21,adaptive,str_mlo_nmaxinflights_1,0.014583333333333334,3740426.5,26.70996,3827.942361111111
obss_geometry_mac,obss-geometry-mac-qualification-p21,adaptive,score_aware_t2_v2,0.018333333333333333,4453224.5,26.70152,3927.7023611111113
obss_geometry_mac,obss-geometry-mac-qualification-p21,adaptive,distributional_shadow_t2,0.013194444444444444,4643565.0,26.70168,3671.168888888889
obss_geometry_mac,obss-geometry-mac-qualification-p22,fixed,str_mlo_nmaxinflights_1,0.013888888888888888,4156005.75,26.63544,4138.111666666667
obss_geometry_mac,obss-geometry-mac-qualification-p22,fixed,score_aware_t2_v2,0.018055555555555554,4731438.75,26.63544,4366.254861111111
obss_geometry_mac,obss-geometry-mac-qualification-p22,fixed,distributional_shadow_t2,0.020416666666666666,4924457.25,26.63544,4389.409583333333
obss_geometry_mac,obss-geometry-mac-qualification-p22,adaptive,str_mlo_nmaxinflights_1,0.017083333333333332,3450884.75,26.63544,3675.3481944444447
obss_geometry_mac,obss-geometry-mac-qualification-p22,adaptive,score_aware_t2_v2,0.01916666666666667,4514855.0,26.63544,4048.8968055555556
