candidate_ordinal,feature_family,ranker,frame_gate,requested_action_fraction,score_threshold,realized_action_fraction,dr_airtime_us_per_eligible_frame,dr_treat_none_deadline_miss,dr_policy_deadline_miss,dr_deadline_miss_benefit,deadline_miss_relative_improvement,dr_treat_none_completed_late18_numerator,dr_policy_completed_late18_numerator,dr_treat_none_completion_probability,dr_policy_completion_probability,dr_treat_none_completed_late18_ratio,dr_policy_completed_late18_ratio,completed_late18_relative_improvement,dr_treat_none_bad12,dr_policy_bad12,dr_bad12_benefit,balanced_min_relative_improvement,mean_relative_improvement,admissible,rejection_reason,selected
120,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.050000000000000003,0.00015117919247131795,0.05005798221878624,108.24246299467731,0.020215760277452761,0.009473706183749056,0.010742054093703705,0.53137027478925136,0.035515588448998006,0.025063486796037881,0.97978423972254713,0.99052629381625079,0.036248376947821924,0.025303201896311623,0.3019493829272808,0.1046070973176101,0.079909623002518707,0.024697474315091398,0.3019493829272808,0.41665982885826608,0,completed_late18_improvement,0
121,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.074999999999999997,0.00013108811981510371,0.07508697332817936,178.2919444444785,0.020215760277452761,0.0077934834671718189,0.012422276810280942,0.61448477028765902,0.035515588448998006,0.022819711698075437,0.97978423972254713,0.9922065165328281,0.036248376947821924,0.022998953663211932,0.36551769762497233,0.1046070973176101,0.073369060121838095,0.031238037195772009,0.36551769762497233,0.49000123395631567,0,completed_late18_improvement,0
122,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.10000000000000001,0.00011482358968351036,0.10001932740626208,254.22250936793634,0.020215760277452761,0.0061118065570079528,0.014103953720444809,0.6976711994440975,0.035515588448998006,0.020872042502960576,0.97978423972254713,0.99388819344299195,0.036248376947821924,0.021000392841629793,0.42065287855897626,0.1046070973176101,0.06861791927124021,0.035989178046369891,0.42065287855897626,0.55916203900153683,0,completed_late18_improvement,0
123,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.125,0.00010792471584863961,0.1250483185156552,321.74814182002189,0.020215760277452761,0.0053968596137632802,0.014818900663689481,0.73303701964736112,0.035515588448998006,0.019108491783350542,0.97978423972254713,0.99460314038623665,0.036248376947821924,0.019212177206609359,0.46998517383924493,0.1046070973176101,0.064095147478867409,0.040511949838742692,0.46998517383924493,0.60151109674330305,0,completed_late18_improvement,0
124,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.14999999999999999,9.8355179943609983e-05,0.15007730962504831,371.76429718019079,0.020215760277452761,0.0047300013570692311,0.01548575892038353,0.76602406774952003,0.035515588448998006,0.01658117810717713,0.97978423972254713,0.99526999864293064,0.036248376947821924,0.016659979834402604,0.54039377105397102,0.1046070973176101,0.058664040343963282,0.045943056973646819,0.54039377105397102,0.65320891940174552,1,,0
125,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.16500000000000001,9.1951078502461314e-05,0.16505604947816002,407.50237293610121,0.020215760277452761,0.0040827447309108068,0.016133015546541955,0.79804149461227969,0.035515588448998006,0.014740220320233519,0.97978423972254713,0.99591725526908914,0.036248376947821924,0.014800647586180063,0.59168799178277698,0.1046070973176101,0.055027273376035302,0.049579823941574799,0.59168799178277698,0.69486474319752833,0,assignment_airtime,0
126,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.17999999999999999,8.7154687207657844e-05,0.18003478933127173,443.60844315481211,0.020215760277452761,0.0038585056784617051,0.016357254598991056,0.8091337834686726,0.035515588448998006,0.013966607936006559,0.97978423972254713,0.9961414943215382,0.036248376947821924,0.014020706913247373,0.61320455993299738,0.1046070973176101,0.052322438284827806,0.052284659032782295,0.61320455993299738,0.71116917170083505,0,assignment_airtime,0
127,primary_compact_physics,legacy_bad12_value_per_cost,p_frames_only,0.20000000000000001,8.0833131505642086e-05,0.20003865481252417,485.88503790184512,0.020215760277452761,0.003655459274982252,0.016560301002470509,0.81917774920098874,0.035515588448998006,0.013040071917752149,0.97978423972254713,0.99634454072501766,0.036248376947821924,0.013087914255306884,0.63893792336836464,0.1046070973176101,0.049525781788030888,0.055081315529579213,0.63893792336836464,0.72905783628467669,0,action_fraction+assignment_airtime,0
128,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.050000000000000003,5.5847816838650033e-05,0.05005798221878624,113.58307472763994,0.020215760277452761,0.0080487208443210233,0.012167039433131738,0.60185910725811287,0.035515588448998006,0.024466363917525071,0.97978423972254713,0.99195127915567882,0.036248376947821924,0.024664884689044562,0.31955892191949259,0.1046070973176101,0.077701588149060696,0.026905509168549401,0.31955892191949259,0.46070901458880276,0,completed_late18_improvement,0
129,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.074999999999999997,3.364096482982859e-05,0.07508697332817936,185.76778333491501,0.020215760277452761,0.0055779167476802793,0.014637843529772482,0.72408078295717149,0.035515588448998006,0.023029287618441148,0.97978423972254713,0.99442208325231962,0.036248376947821924,0.023158463600408411,0.36111722646936484,0.1046070973176101,0.073117441878144451,0.03148965543946565,0.36111722646936484,0.54259900471326816,0,completed_late18_improvement,0
130,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.10000000000000001,2.4122484319377691e-05,0.10001932740626208,272.197358063119,0.020215760277452761,0.0042718164616546012,0.01594394381579816,0.78868880502015626,0.035515588448998006,0.020897516920035761,0.97978423972254713,0.99572818353834525,0.036248376947821924,0.020987170259433561,0.42101765577962991,0.1046070973176101,0.066816388660756426,0.037790708656853682,0.42101765577962991,0.60485323039989303,0,completed_late18_improvement,0
131,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.125,1.9163542674505152e-05,0.1250483185156552,352.06284967297501,0.020215760277452761,0.0033946679245904776,0.016821092352862284,0.83207814704962391,0.035515588448998006,0.018417334398185548,0.97978423972254713,0.99660533207540936,0.036248376947821924,0.018480068092583693,0.49018219162791743,0.1046070973176101,0.061550425427792856,0.043056671889817245,0.49018219162791743,0.66113016933877067,0,completed_late18_improvement,0
132,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.14999999999999999,1.4651391211373266e-05,0.15007730962504831,419.22210614151498,0.020215760277452761,0.0024715300275152639,0.017744230249937498,0.87774241514568041,0.035515588448998006,0.016712343521683035,0.97978423972254713,0.99752846997248468,0.036248376947821924,0.016753750920155713,0.53780686665579369,0.1046070973176101,0.057002182711541581,0.04760491460606852,0.53780686665579369,0.70777464090073705,0,assignment_airtime,0
133,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.16500000000000001,1.2535015230241697e-05,0.16505604947816002,454.34735227765481,0.020215760277452761,0.002246296565223644,0.017969463712229117,0.88888389383361432,0.035515588448998006,0.015614643575914171,0.97978423972254713,0.99775370343477621,0.036248376947821924,0.01564979766265023,0.5682621132202007,0.1046070973176101,0.053570704542201864,0.051036392775408237,0.5682621132202007,0.72857300352690757,0,assignment_airtime,0
134,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.17999999999999999,1.093641640181886e-05,0.18003478933127173,490.41720794701649,0.020215760277452761,0.0020516666535927743,0.018164093623859987,0.89851152638166876,0.035515588448998006,0.014415539314081804,0.97978423972254713,0.99794833334640709,0.036248376947821924,0.014445175999986256,0.60149454358247523,0.1046070973176101,0.050850311782182953,0.053756785535427148,0.60149454358247523,0.75000303498207199,0,assignment_airtime,0
135,primary_compact_physics_temporal,deadline_value_per_cost,all_frames,0.20000000000000001,9.3647604444413446e-06,0.20003865481252417,545.15698901087785,0.020215760277452761,0.0018886667032673374,0.018327093574185424,0.90657453999522231,0.035515588448998006,0.012791674522557691,0.97978423972254713,0.99811133329673252,0.036248376947821924,0.012815879447342977,0.64644266788024973,0.1046070973176101,0.047973611788364144,0.056633485529245957,0.64644266788024973,0.77650860393773602,0,action_fraction+assignment_airtime,0
136,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.050000000000000003,5.5808646720834076e-05,0.05005798221878624,112.37225764147509,0.020215760277452761,0.0082520282928096114,0.01196373198464315,0.59180222858037435,0.035515588448998006,0.024354587563669386,0.97978423972254713,0.99174797170719031,0.036248376947821924,0.024557234558035459,0.32252871367497071,0.1046070973176101,0.077727002432257011,0.026880094885353093,0.32252871367497071,0.45716547112767253,0,completed_late18_improvement,0
137,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.074999999999999997,3.2966978324111551e-05,0.07508697332817936,174.27116880979838,0.020215760277452761,0.0060575803959795078,0.014158179881473254,0.70035357004427345,0.035515588448998006,0.021408682999873183,0.97978423972254713,0.99394241960402041,0.036248376947821924,0.021539158182223725,0.40578972092382304,0.1046070973176101,0.071510337635975585,0.033096759681634523,0.40578972092382304,0.5530716454840483,0,completed_late18_improvement,0
138,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.10000000000000001,2.3618344130227342e-05,0.10001932740626208,259.52502234082118,0.020215760277452761,0.0047274736999712314,0.01548828657748153,0.7661491017360389,0.035515588448998006,0.019224940892234862,0.97978423972254713,0.9952725263000286,0.036248376947821924,0.019316257993882806,0.46711385114738296,0.1046070973176101,0.065159991468156542,0.039447105849453566,0.46711385114738296,0.6166314764417109,0,completed_late18_improvement,0
139,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.125,1.8532316971686669e-05,0.1250483185156552,333.52373610041201,0.020215760277452761,0.0040727762420123027,0.016142984035440459,0.79853459943553096,0.035515588448998006,0.017179641572904508,0.97978423972254713,0.99592722375798759,0.036248376947821924,0.017249896541716783,0.52411947805146386,0.1046070973176101,0.060465891146960493,0.044141206170649608,0.52411947805146386,0.66132703874349741,1,,0
140,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.14999999999999999,1.4209219443728216e-05,0.15007730962504831,394.30739216341124,0.020215760277452761,0.0032421138751993692,0.016973646402253392,0.83962444000607805,0.035515588448998006,0.015275564712296501,0.97978423972254713,0.99675788612480054,0.036248376947821924,0.015325250920948221,0.5772155276632579,0.1046070973176101,0.055695066781483712,0.048912030536126389,0.5772155276632579,0.70841998383466798,1,,0
141,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.16500000000000001,1.2176851669210009e-05,0.16505604947816002,428.60900931256674,0.020215760277452761,0.0030027408781093425,0.017213019399343419,0.85146534995973466,0.035515588448998006,0.014049468096304238,0.97978423972254713,0.99699725912189052,0.036248376947821924,0.014091782066360308,0.61124377826226917,0.1046070973176101,0.052072094251630618,0.052535003065979483,0.61124377826226917,0.73135456411100197,0,assignment_airtime,0
142,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.17999999999999999,1.0739498065959197e-05,0.18003478933127173,466.37471374166699,0.020215760277452761,0.002829501406862011,0.01738625887059075,0.86003487536316714,0.035515588448998006,0.012909518598698443,0.97978423972254713,0.99717049859313789,0.036248376947821924,0.012946149747622789,0.64284884351489036,0.1046070973176101,0.049166467007137886,0.055440630310472215,0.64284884351489036,0.75144185943902875,0,assignment_airtime,0
143,primary_compact_physics_temporal,deadline_value_per_cost,p_frames_only,0.20000000000000001,9.0805515355896205e-06,0.20003865481252417,519.5710413228785,0.020215760277452761,0.0026426286251378037,0.017573131652314958,0.86927879095968474,0.035515588448998006,0.011702048906362117,0.97978423972254713,0.99735737137486213,0.036248376947821924,0.011733055013400847,0.67631502424811718,0.1046070973176101,0.047102367308345328,0.057504730009264773,0.67631502424811718,0.77279690760390096,0,action_fraction+assignment_airtime,0
144,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.050000000000000003,7.0334259362425655e-05,0.05005798221878624,114.5591569770133,0.020215760277452761,0.0098078776288916553,0.010407882648561106,0.51484003103110232,0.035515588448998006,0.024240149425030028,0.97978423972254713,0.99019212237110821,0.036248376947821924,0.024480248708689693,0.32465255633574924,0.1046070973176101,0.079177195401656075,0.025429901915954022,0.32465255633574924,0.41974629368342575,0,completed_late18_improvement,0
145,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.074999999999999997,5.2747931476915255e-05,0.07508697332817936,175.78107488010855,0.020215760277452761,0.0080131362905679071,0.012202623986884854,0.60361934547150342,0.035515588448998006,0.021010667163528465,0.97978423972254713,0.99198686370943201,0.036248376947821924,0.021180388503292527,0.41568725866593031,0.1046070973176101,0.07110609478169419,0.033501002535915918,0.41568725866593031,0.50965330206871684,0,completed_late18_improvement,0
146,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.10000000000000001,4.2286264942958951e-05,0.10001932740626208,243.70510033961182,0.020215760277452761,0.0067525154139707905,0.013463244863481971,0.66597766686509086,0.035515588448998006,0.017161057825931254,0.97978423972254713,0.99324748458602907,0.036248376947821924,0.017277725936636758,0.52335173623063602,0.1046070973176101,0.062941259345693473,0.041665837971916628,0.52335173623063602,0.59466470154786344,1,,0
147,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.125,3.522478073136881e-05,0.1250483185156552,319.37042306769547,0.020215760277452761,0.0054546132456955096,0.014761147031757252,0.73018015791475321,0.035515588448998006,0.0153876471102436,0.97978423972254713,0.99454538675430437,0.036248376947821924,0.015472041110623554,0.5731659618058228,0.1046070973176101,0.058730087542663734,0.045877009774946367,0.5731659618058228,0.65167305986028801,1,,0
148,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.14999999999999999,3.0317492928588763e-05,0.15007730962504831,393.38624350510241,0.020215760277452761,0.0035900778422675375,0.016625682435185224,0.82241193044460181,0.035515588448998006,0.014972663390296959,0.97978423972254713,0.99640992215773239,0.036248376947821924,0.015026610090226275,0.58545426428729563,0.1046070973176101,0.05256402294956275,0.052043074368047351,0.58545426428729563,0.70393309736594878,1,,0
149,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.16500000000000001,2.7250194762018509e-05,0.16505604947816002,431.12329208400735,0.020215760277452761,0.0028581676371090686,0.017357592640343693,0.85861686140506588,0.035515588448998006,0.01342391628387897,0.97978423972254713,0.99714183236289078,0.036248376947821924,0.013462394062907584,0.6286069833613197,0.1046070973176101,0.048903878500040202,0.055703218817569899,0.6286069833613197,0.74361192238319274,0,assignment_airtime,0
150,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.17999999999999999,2.474720349709969e-05,0.18003478933127173,469.20942868569443,0.020215760277452761,0.0027128497296353658,0.017502910547817396,0.86580520878746825,0.035515588448998006,0.013201340930443232,0.97978423972254713,0.99728715027036452,0.036248376947821924,0.013237251604880649,0.63481808788473093,0.1046070973176101,0.046627436264962338,0.057979661052647763,0.63481808788473093,0.75031164833609965,0,assignment_airtime,0
151,primary_compact_physics_temporal,completed_late18_value_per_cost,all_frames,0.20000000000000001,2.190321174566634e-05,0.20003865481252417,525.17688772007227,0.020215760277452761,0.0025510268057091397,0.017664733471743622,0.87380999919382818,0.035515588448998006,0.011939627554929687,0.97978423972254713,0.99744897319429071,0.036248376947821924,0.011970163763559256,0.66977380033346534,0.1046070973176101,0.04457187149521414,0.060035225822395961,0.66977380033346534,0.77179189976364682,0,action_fraction+assignment_airtime,0
152,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.050000000000000003,7.0334259362425655e-05,0.05005798221878624,114.5591569770133,0.020215760277452761,0.0098078776288916553,0.010407882648561106,0.51484003103110232,0.035515588448998006,0.024240149425030028,0.97978423972254713,0.99019212237110821,0.036248376947821924,0.024480248708689693,0.32465255633574924,0.1046070973176101,0.079177195401656075,0.025429901915954022,0.32465255633574924,0.41974629368342575,0,completed_late18_improvement,0
153,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.074999999999999997,5.2747931476915255e-05,0.07508697332817936,175.78107488010855,0.020215760277452761,0.0080131362905679071,0.012202623986884854,0.60361934547150342,0.035515588448998006,0.021010667163528465,0.97978423972254713,0.99198686370943201,0.036248376947821924,0.021180388503292527,0.41568725866593031,0.1046070973176101,0.07110609478169419,0.033501002535915918,0.41568725866593031,0.50965330206871684,0,completed_late18_improvement,0
154,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.10000000000000001,4.2286264942958951e-05,0.10001932740626208,243.70510033961182,0.020215760277452761,0.0067525154139707905,0.013463244863481971,0.66597766686509086,0.035515588448998006,0.017161057825931254,0.97978423972254713,0.99324748458602907,0.036248376947821924,0.017277725936636758,0.52335173623063602,0.1046070973176101,0.062941259345693473,0.041665837971916628,0.52335173623063602,0.59466470154786344,1,,0
155,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.125,3.5178512916900218e-05,0.1250483185156552,318.06230782958795,0.020215760277452761,0.0054668967593848056,0.014748863518067956,0.72957253725044424,0.035515588448998006,0.015478690101084974,0.97978423972254713,0.99453310324061506,0.036248376947821924,0.015563775655781358,0.57063524035338786,0.1046070973176101,0.05787730845394886,0.046729788863661241,0.57063524035338786,0.65010388880191605,1,,0
156,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.14999999999999999,3.0013388823135756e-05,0.15007730962504831,380.80103285573563,0.020215760277452761,0.0041108033746764666,0.016104956902776295,0.79665353574352737,0.035515588448998006,0.014365981748788989,0.97978423972254713,0.99588919662532338,0.036248376947821924,0.014425281243605863,0.60204338902206644,0.1046070973176101,0.051622059088944287,0.052985038228665814,0.60204338902206644,0.69934846238279691,1,,0
157,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.16500000000000001,2.6947487640427426e-05,0.16505604947816002,418.48787089740915,0.020215760277452761,0.0034768391280772352,0.016738921149375526,0.82801343702343677,0.035515588448998006,0.012940149898209945,0.97978423972254713,0.99652316087192261,0.036248376947821924,0.012985297689305857,0.64176885194066291,0.1046070973176101,0.048077960569596026,0.056529136748014075,0.64176885194066291,0.73489114448204984,0,assignment_airtime,0
158,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.17999999999999999,2.4245826352853328e-05,0.18003478933127173,453.21058566025488,0.020215760277452761,0.0034028829061700169,0.016812877371282745,0.83167178184412127,0.035515588448998006,0.01228740055011111,0.97978423972254713,0.99659711709382992,0.036248376947821924,0.012329355904562835,0.65986460794339996,0.1046070973176101,0.046195502989437663,0.058411594328172438,0.65986460794339996,0.74576819489376067,0,assignment_airtime,0
159,primary_compact_physics_temporal,completed_late18_value_per_cost,p_frames_only,0.20000000000000001,2.1389432731666602e-05,0.20003865481252417,499.45101179813537,0.020215760277452761,0.0032155263166800119,0.01700023396077275,0.84093962964794433,0.035515588448998006,0.011219299177628733,0.97978423972254713,0.9967844736833199,0.036248376947821924,0.01125549150677594,0.689489779832687,0.1046070973176101,0.045439435126234246,0.059167662191375855,0.689489779832687,0.76521470474031572,0,action_fraction+assignment_airtime,0
160,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.050000000000000003,0.0016618615482002497,0.05005798221878624,108.10217290400962,0.020215760277452761,0.0086291316023801891,0.011586628675072572,0.57314830192142141,0.035515588448998006,0.024037547869363209,0.97978423972254713,0.99137086839761968,0.036248376947821924,0.024246776494669213,0.33109345752027824,0.1046070973176101,0.07679635582930025,0.027810741488309844,0.33109345752027824,0.4521208797208498,0,completed_late18_improvement,0
161,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.074999999999999997,0.0011907698353752494,0.07508697332817936,178.71449725320346,0.020215760277452761,0.0058809140853705536,0.014334846192082208,0.70909260870442192,0.035515588448998006,0.020888458067682192,0.97978423972254713,0.99411908591462939,0.036248376947821924,0.021012027999104326,0.42033189432590889,0.1046070973176101,0.070102119501993132,0.034504977815616962,0.42033189432590889,0.56471225151516546,0,completed_late18_improvement,0
162,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.10000000000000001,0.00090819597244262695,0.10001932740626208,257.55022560742526,0.020215760277452761,0.004386988414120465,0.015828771863332296,0.78299166818804222,0.035515588448998006,0.020097642851297365,0.97978423972254713,0.99561301158587945,0.036248376947821924,0.020186199474517198,0.44311439092640154,0.1046070973176101,0.065194786161968624,0.039412311155641477,0.44311439092640154,0.61305302955722185,0,completed_late18_improvement,0
163,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.125,0.0007352273678407073,0.1250483185156552,332.45944678953339,0.020215760277452761,0.0033082157788831279,0.016907544498569634,0.83635461968883362,0.035515588448998006,0.017804529923122713,0.97978423972254713,0.99669178422111682,0.036248376947821924,0.017863626654689838,0.50718823409931413,0.1046070973176101,0.059853466768503082,0.044753630549107019,0.50718823409931413,0.67177142689407388,1,,0
164,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.14999999999999999,0.00059679476544260979,0.15007730962504831,406.48222323014659,0.020215760277452761,0.0023872588973176019,0.01782850138013516,0.88191100089467411,0.035515588448998006,0.015486405073550629,0.97978423972254713,0.99761274110268228,0.036248376947821924,0.015523463600147268,0.57174734685382833,0.1046070973176101,0.053812647323352468,0.050794449994257633,0.57174734685382833,0.72682917387425117,0,assignment_airtime,0
165,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.16500000000000001,0.00053002021741122007,0.16505604947816002,450.5027483013501,0.020215760277452761,0.0021757527854681449,0.018040007491984617,0.89237343757509691,0.035515588448998006,0.014398235279259555,0.97978423972254713,0.99782424721453178,0.036248376947821924,0.014429630588205121,0.60192340172979353,0.1046070973176101,0.051651947594722206,0.052955149722887895,0.60192340172979353,0.74714841965244516,0,assignment_airtime,0
166,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.17999999999999999,0.00047348826774396002,0.18003478933127173,489.21751951474238,0.020215760277452761,0.0020109395732160369,0.018204820704236725,0.90052614664911235,0.035515588448998006,0.013301865384044521,0.97978423972254713,0.99798906042678381,0.036248376947821924,0.013328668531051895,0.63229612872769514,0.1046070973176101,0.048824424591928692,0.055782672725681409,0.63229612872769514,0.76641113768840374,0,assignment_airtime,0
167,primary_compact_physics_temporal,balanced_normalized_value_per_cost,all_frames,0.20000000000000001,0.0004109677392989397,0.20003865481252417,538.04540927955043,0.020215760277452761,0.0016857937421587213,0.01852996653529404,0.91660992616543158,0.035515588448998006,0.01237419648287166,0.97978423972254713,0.99831420625784117,0.036248376947821924,0.012395092051485536,0.65805111579677711,0.1046070973176101,0.045891175705415788,0.058715921612194313,0.65805111579677711,0.78733052098110434,0,action_fraction+assignment_airtime,0
168,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.050000000000000003,0.0016618615482002497,0.05005798221878624,108.10217290400962,0.020215760277452761,0.0086291316023801891,0.011586628675072572,0.57314830192142141,0.035515588448998006,0.024037547869363209,0.97978423972254713,0.99137086839761968,0.036248376947821924,0.024246776494669213,0.33109345752027824,0.1046070973176101,0.07679635582930025,0.027810741488309844,0.33109345752027824,0.4521208797208498,0,completed_late18_improvement,0
169,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.074999999999999997,0.0011870833113789558,0.07508697332817936,176.96911135775835,0.020215760277452761,0.0060819390192972233,0.014133821258155538,0.69914863770517743,0.035515588448998006,0.020983670279669214,0.97978423972254713,0.99391806098070268,0.036248376947821924,0.021112072617902274,0.41757191919814091,0.1046070973176101,0.069999002525037296,0.034608094792572805,0.41757191919814091,0.55836027845165914,0,completed_late18_improvement,0
170,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.10000000000000001,0.00089978345204144716,0.10001932740626208,244.53504874977156,0.020215760277452761,0.0050757296752804264,0.015140030602172335,0.74892214759088038,0.035515588448998006,0.018152263879345518,0.97978423972254713,0.99492427032471942,0.036248376947821924,0.018244869906953877,0.49667070795427254,0.1046070973176101,0.063609948562937835,0.040997148754672266,0.49667070795427254,0.62279642777257649,0,completed_late18_improvement,0
171,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.125,0.00072581914719194174,0.1250483185156552,318.44787688371616,0.020215760277452761,0.0039992325866856394,0.016216527690767122,0.80217253609075967,0.035515588448998006,0.01607426074188267,0.97978423972254713,0.99600076741331423,0.036248376947821924,0.016138803571034071,0.55477169103970569,0.1046070973176101,0.058322501969272779,0.046284595348337322,0.55477169103970569,0.67847211356523274,1,,0
172,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.14999999999999999,0.00058959965826943517,0.15007730962504831,391.26177061653243,0.020215760277452761,0.0030671743356428839,0.017148585941809878,0.84827806159416153,0.035515588448998006,0.014195064187657806,0.97978423972254713,0.99693282566435704,0.036248376947821924,0.014238736875975773,0.60718967096176857,0.1046070973176101,0.053360569383015234,0.051246527934594867,0.60718967096176857,0.7277338662779651,1,,0
173,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.16500000000000001,0.00051870691822841763,0.16505604947816002,428.61908975185719,0.020215760277452761,0.0028305670483959947,0.017385193229056767,0.85998216195939903,0.035515588448998006,0.013078001117407697,0.97978423972254713,0.99716943295160387,0.036248376947821924,0.013115124356246104,0.63818726628436917,0.1046070973176101,0.050280357452550384,0.054326739865059717,0.63818726628436917,0.74908471412188415,0,assignment_airtime,0
174,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.17999999999999999,0.00046550389379262924,0.18003478933127173,470.78873364642914,0.020215760277452761,0.0027875643946003933,0.017428195882852368,0.86210934655228144,0.035515588448998006,0.012103726478300981,0.97978423972254713,0.99721243560539952,0.036248376947821924,0.012137560710374523,0.66515574675671552,0.1046070973176101,0.047512404353628752,0.057094692963981349,0.66515574675671552,0.76363254665449842,0,assignment_airtime,0
175,primary_compact_physics_temporal,balanced_normalized_value_per_cost,p_frames_only,0.20000000000000001,0.00040161545621231198,0.20003865481252417,515.10555268028645,0.020215760277452761,0.0023726256304305443,0.017843134647022217,0.88263485528779229,0.035515588448998006,0.011724125924223599,0.97978423972254713,0.99762737436956939,0.036248376947821924,0.011752009042085905,0.67579213107934599,0.1046070973176101,0.045682521624743136,0.058924575692866965,0.67579213107934599,0.77921349318356914,0,action_fraction+assignment_airtime,0
176,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.050000000000000003,0.00017104943981394172,0.05005798221878624,115.38313209073556,0.020215760277452761,0.0093692961863918213,0.01084646409106094,0.53653505691588177,0.035515588448998006,0.024376815327610817,0.97978423972254713,0.99063070381360807,0.036248376947821924,0.02460736905667062,0.32114563109702993,0.1046070973176101,0.078332154113004149,0.026274943204605949,0.32114563109702993,0.42884034400645588,0,completed_late18_improvement,0
177,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.074999999999999997,0.00014297263987828046,0.07508697332817936,172.52767184390612,0.020215760277452761,0.0066157105921051309,0.013600049685347631,0.67274490292191336,0.035515588448998006,0.020471372791513003,0.97978423972254713,0.9933842894078948,0.036248376947821924,0.020607707419768972,0.43148606489518315,0.1046070973176101,0.069853815988235674,0.034753281329374434,0.43148606489518315,0.55211548390854825,0,completed_late18_improvement,0
178,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.10000000000000001,0.00012289649748709053,0.10001932740626208,247.91105233839588,0.020215760277452761,0.0050087907644350855,0.015206969513017676,0.75223337160257397,0.035515588448998006,0.017385020862975772,0.97978423972254713,0.99499120923556483,0.036248376947821924,0.017472537145662215,0.51797739328265024,0.1046070973176101,0.062390541346726204,0.042216555970883897,0.51797739328265024,0.63510538244261205,1,,0
179,primary_compact_physics_temporal,legacy_bad12_value_per_cost,all_frames,0.125,0.0001048631893354468,0.1250483185156552,314.97433991157908,0.020215760277452761,0.0043523102271459981,0.015863450050306763,0.78470707173945575,0.035515588448998006,0.015504213829508628,0.97978423972254713,0.99564768977285389,0.036248376947821924,0.015571987951928804,0.57040868410897261,0.1046070973176101,0.056329788146087266,0.048277309171522835,0.57040868410897261,0.67755787792421418,1,,0
