family_id,scenario_id,arm_id,all_generated_deadline_miss_rate,sender_airtime_us,background_throughput_mbps
legacy_coexistence,legacy-coexistence-qualification-p18,score_aware_t2_v2,0.2797222222222222,7370389.0,26.536360000000002
legacy_coexistence,legacy-coexistence-qualification-p18,distributional_shadow_t2,0.27652777777777776,7450001.75,26.53752
legacy_coexistence,legacy-coexistence-qualification-p19,str_mlo_nmaxinflights_1,0.06166666666666667,4722157.5,26.49072
legacy_coexistence,legacy-coexistence-qualification-p19,score_aware_t2_v2,0.12444444444444444,6018301.75,25.51124
legacy_coexistence,legacy-coexistence-qualification-p19,distributional_shadow_t2,0.12305555555555556,6075551.0,25.511000000000003
legacy_coexistence,legacy-coexistence-qualification-p20,str_mlo_nmaxinflights_1,0.027777777777777776,4157207.0,26.69588
legacy_coexistence,legacy-coexistence-qualification-p20,score_aware_t2_v2,0.08652777777777777,5778618.75,26.69312
legacy_coexistence,legacy-coexistence-qualification-p20,distributional_shadow_t2,0.08513888888888889,5771452.5,26.69256
legacy_coexistence,legacy-coexistence-qualification-p21,str_mlo_nmaxinflights_1,0.10611111111111111,4921778.75,26.90132
legacy_coexistence,legacy-coexistence-qualification-p21,score_aware_t2_v2,0.27152777777777776,6848287.75,26.88296
legacy_coexistence,legacy-coexistence-qualification-p21,distributional_shadow_t2,0.26916666666666667,6921091.25,26.882199999999997
legacy_coexistence,legacy-coexistence-qualification-p22,str_mlo_nmaxinflights_1,0.8748611111111111,8069617.75,26.21296
legacy_coexistence,legacy-coexistence-qualification-p22,score_aware_t2_v2,0.8943055555555556,6520899.75,26.02268
legacy_coexistence,legacy-coexistence-qualification-p22,distributional_shadow_t2,0.8898611111111111,6835548.0,26.0014
legacy_coexistence,legacy-coexistence-qualification-p23,str_mlo_nmaxinflights_1,0.05694444444444444,5326218.25,26.8002
legacy_coexistence,legacy-coexistence-qualification-p23,score_aware_t2_v2,0.08805555555555555,6236970.75,26.79248
legacy_coexistence,legacy-coexistence-qualification-p23,distributional_shadow_t2,0.08069444444444444,6391215.25,26.7912
compound_shift,compound-shift-qualification-p16,str_mlo_nmaxinflights_1,0.39774305555555556,4359450.75,39.51072
compound_shift,compound-shift-qualification-p16,score_aware_t2_v2,0.5170138888888889,4855134.5,39.49224
compound_shift,compound-shift-qualification-p16,distributional_shadow_t2,0.4973958333333333,5128817.0,39.48332
compound_shift,compound-shift-qualification-p17,str_mlo_nmaxinflights_1,0.07680555555555556,4165884.0,29.50524
compound_shift,compound-shift-qualification-p17,score_aware_t2_v2,0.22083333333333333,5784886.75,28.33232
compound_shift,compound-shift-qualification-p17,distributional_shadow_t2,0.2075,5843566.75,28.330759999999998
compound_shift,compound-shift-qualification-p18,str_mlo_nmaxinflights_1,0.027256944444444445,3107876.25,40.2272
compound_shift,compound-shift-qualification-p18,score_aware_t2_v2,0.050347222222222224,3911205.75,40.21628
compound_shift,compound-shift-qualification-p18,distributional_shadow_t2,0.04565972222222222,3895725.25,40.21164
compound_shift,compound-shift-qualification-p19,str_mlo_nmaxinflights_1,0.08944444444444444,5171193.0,22.75584
compound_shift,compound-shift-qualification-p19,score_aware_t2_v2,0.2713888888888889,7126437.75,22.74832
compound_shift,compound-shift-qualification-p19,distributional_shadow_t2,0.26416666666666666,7172107.5,22.74736
compound_shift,compound-shift-qualification-p20,str_mlo_nmaxinflights_1,0.8323148148148148,11499697.5,48.62504
compound_shift,compound-shift-qualification-p20,score_aware_t2_v2,0.8413888888888889,7959205.75,48.30832
compound_shift,compound-shift-qualification-p20,distributional_shadow_t2,0.8391666666666666,8341329.25,48.30328
compound_shift,compound-shift-qualification-p21,str_mlo_nmaxinflights_1,0.10703703703703704,6565126.0,21.27968
compound_shift,compound-shift-qualification-p21,score_aware_t2_v2,0.17342592592592593,7873673.25,22.12932
compound_shift,compound-shift-qualification-p21,distributional_shadow_t2,0.1575925925925926,8164040.0,22.12868
compound_shift,compound-shift-qualification-p22,str_mlo_nmaxinflights_1,0.9984375,5231374.5,62.28408
compound_shift,compound-shift-qualification-p22,score_aware_t2_v2,0.9984375,2561255.25,62.162319999999994
compound_shift,compound-shift-qualification-p22,distributional_shadow_t2,0.9989583333333334,2400791.25,62.42972
compound_shift,compound-shift-qualification-p23,str_mlo_nmaxinflights_1,0.7440277777777777,6588315.5,62.20384
compound_shift,compound-shift-qualification-p23,score_aware_t2_v2,0.84875,4080588.5,64.06448
compound_shift,compound-shift-qualification-p23,distributional_shadow_t2,0.8525,4318488.25,63.972319999999996
