family_id,scenario_id,parameter_sample,seed,run,arm_id,run_id,generated_frame_count,completed_frame_count,incomplete_frame_count,deadline_miss_count,all_generated_deadline_miss_rate,completed_frame_hf7_p99_supported,completed_frame_hf7_p99_us,sender_airtime_us,background_throughput_mbps
obss_intensity,obss-intensity-qualification-p18,18,21042,1,str_mlo_nmaxinflights_1,ea5ed42e9cf0b6a27dda,1800,1628,172,172,0.09555555555555556,1,30300.460000000014,5919225.0,40.13072
obss_intensity,obss-intensity-qualification-p18,18,21042,1,score_aware_t2_v2,5739c4a1a126fcd3616b,1800,1527,273,273,0.15166666666666667,1,31473.839999999997,7414698.0,40.12592
obss_intensity,obss-intensity-qualification-p18,18,21042,1,distributional_shadow_t2,505eab239cf0e2fa20a1,1800,1536,264,264,0.14666666666666667,1,31495.500000000015,7628890.0,40.12496
obss_intensity,obss-intensity-qualification-p18,18,21043,1,str_mlo_nmaxinflights_1,0ec3c5e9256c069a483a,1800,1784,16,16,0.008888888888888889,1,22260.91000000004,3918347.0,42.11088
obss_intensity,obss-intensity-qualification-p18,18,21043,1,score_aware_t2_v2,32a1837eac8df12b3e4b,1800,1766,34,34,0.01888888888888889,1,26440.549999999876,5119109.0,41.60608
obss_intensity,obss-intensity-qualification-p18,18,21043,1,distributional_shadow_t2,dab6c0a878ddc497f48b,1800,1762,38,38,0.021111111111111112,1,26799.95999999989,5044838.0,42.11424
obss_intensity,obss-intensity-qualification-p18,18,21044,1,str_mlo_nmaxinflights_1,0138971c7999a5c94a13,1800,1671,129,129,0.07166666666666667,1,29071.899999999994,5606697.0,40.2992
obss_intensity,obss-intensity-qualification-p18,18,21044,1,score_aware_t2_v2,39343ff7dac44dac946d,1800,1541,259,259,0.1438888888888889,1,29719.999999999996,7623049.0,40.30544
obss_intensity,obss-intensity-qualification-p18,18,21044,1,distributional_shadow_t2,3fa11e28294476ca41e6,1800,1543,257,257,0.14277777777777778,1,31390.719999999994,7621537.0,40.30544
obss_intensity,obss-intensity-qualification-p19,19,21045,1,str_mlo_nmaxinflights_1,28dbcfeeba5ac0474d83,1800,1249,551,551,0.3061111111111111,1,31061.92,6037913.0,52.74064
obss_intensity,obss-intensity-qualification-p19,19,21045,1,score_aware_t2_v2,82b3c5e3cd7439c12554,1800,1282,518,518,0.2877777777777778,1,32167.880000000005,6649911.0,52.6876
obss_intensity,obss-intensity-qualification-p19,19,21045,1,distributional_shadow_t2,c85ba966b51a3ec0bdbc,1800,1315,485,485,0.26944444444444443,1,32142.87999999999,6920935.0,52.672
obss_intensity,obss-intensity-qualification-p19,19,21046,1,str_mlo_nmaxinflights_1,80f2e48b579e8aa72af0,1800,716,1084,1084,0.6022222222222222,1,32040.8,8189006.0,52.82808
obss_intensity,obss-intensity-qualification-p19,19,21046,1,score_aware_t2_v2,e6afbc10d239a8e5e2ef,1800,620,1180,1180,0.6555555555555556,1,32210.009999999995,8720622.0,51.76664
obss_intensity,obss-intensity-qualification-p19,19,21046,1,distributional_shadow_t2,490ccf45e74f65cb0199,1800,638,1162,1162,0.6455555555555555,1,32149.18,9339070.0,51.77232
obss_intensity,obss-intensity-qualification-p19,19,21047,1,str_mlo_nmaxinflights_1,bf911ffc159f398accaf,1800,1617,183,183,0.10166666666666667,1,28631.439999999962,4410071.0,51.46416
