run_id,seed,frame_count,actions,action_rate,budget_suppressions,budget_suppression_rate,threshold_crossings,threshold_crossing_rate,deadline_miss_ratio,redundant_byte_ratio,actions_t0,actions_t1,actions_t2,actions_t4
4b7c64328408edbb00f3,7,1800,33,0.018333333333333333,0,0.0,33,0.018333333333333333,0.00722222222222,0.018691588785,13,0,4,16
71736973201080327760,1,1800,24,0.013333333333333334,0,0.0,24,0.013333333333333334,0.00277777777778,0.012539184953,5,2,2,15
81790498776305773125,11,1800,18,0.01,0,0.0,18,0.01,0.000555555555556,0.010989010989,11,1,1,5
86ba1d73777dfcc8c7f7,9,1800,83,0.04611111111111111,0,0.0,83,0.04611111111111111,0.03,0.0478589420655,46,8,8,21
a50341d60346bb35e0bf,3,1800,41,0.02277777777777778,0,0.0,41,0.02277777777777778,0.015,0.0212325220093,17,1,3,20
b2c615ce177873a1a62f,10,1800,22,0.012222222222222223,0,0.0,22,0.012222222222222223,0.00333333333333,0.0115062761506,8,1,1,12
b821445975b585708c2b,12,1800,61,0.03388888888888889,0,0.0,61,0.03388888888888889,0.0216666666667,0.0371879775853,26,10,5,20
c1e6d5b112acb92ea3b7,4,1800,12,0.006666666666666667,0,0.0,12,0.006666666666666667,0,0.00630914826498,4,0,1,7
dd90eba6917c69218275,2,1800,8,0.0044444444444444444,0,0.0,8,0.0044444444444444444,0,0.00421496311907,3,0,0,5
e6046b9fa5af8b720d4c,8,1800,14,0.0077777777777777776,0,0.0,14,0.0077777777777777776,0.00166666666667,0.00735294117647,3,0,1,10
