analysis,bin,calibration_error,count,degradation_profile,effective_bin_count,feature_set,link,mean_probability,model,observed_miss_rate,partition,pipeline_type,probability_max,probability_min,requested_bin_count,sample_offset_us,scenario_id,stage
per_link,7,0.029820019254014347,1,,10,,0,0.11728185836040456,retry_pressure,1.0,ood:obss_plus_legacy_mixed8,heuristic,0.11728185836040456,0.11728185836040456,10,0,obss_plus_legacy_mixed8,T0
per_link,8,0.029820019254014347,1,,10,,0,0.11788189008892304,retry_pressure,1.0,ood:obss_plus_legacy_mixed8,heuristic,0.11788189008892304,0.11788189008892304,10,0,obss_plus_legacy_mixed8,T0
per_link,9,0.029820019254014347,3077,,10,,0,0.22934961684881974,retry_pressure,0.48066298342541436,ood:obss_plus_legacy_mixed8,heuristic,0.23403598957549418,0.11810543553750383,10,0,obss_plus_legacy_mixed8,T0
per_link,0,0.4517777777777778,36000,,1,,0,0.5,delivery_drought,0.04822222222222222,in_distribution_test,heuristic,0.5,0.5,10,0,,T0
per_link,0,0.48738425925925927,43200,,1,,0,0.5,delivery_drought,0.012615740740740742,ood:obss_only,heuristic,0.5,0.5,10,0,obss_only,T0
per_link,0,0.35141203703703705,43200,,1,,0,0.5,delivery_drought,0.14858796296296295,ood:obss_plus_legacy_mixed8,heuristic,0.5,0.5,10,0,obss_plus_legacy_mixed8,T0
per_link,0,0.04962153906517647,544,,10,,0,0.05542611820353082,byte_service_queue_slack,0.11397058823529412,in_distribution_test,heuristic,0.07499733924053109,0.044029182456126074,10,0,,T0
per_link,1,0.04962153906517647,32865,,10,,0,0.07959105068633018,byte_service_queue_slack,0.026593640651148637,in_distribution_test,heuristic,0.07959105068633017,0.07959105068633017,10,0,,T0
per_link,2,0.04962153906517647,7,,10,,0,0.07959105206135485,byte_service_queue_slack,0.42857142857142855,in_distribution_test,heuristic,0.07959105206135485,0.07959105206135485,10,0,,T0
per_link,3,0.04962153906517647,6,,10,,0,0.08493987552140309,byte_service_queue_slack,0.16666666666666666,in_distribution_test,heuristic,0.08493987552140309,0.08493987552140309,10,0,,T0
per_link,4,0.04962153906517647,8,,10,,0,0.08555392389686065,byte_service_queue_slack,0.25,in_distribution_test,heuristic,0.08555392389686065,0.08555392389686065,10,0,,T0
per_link,5,0.04962153906517647,1,,10,,0,0.08733057553443982,byte_service_queue_slack,0.0,in_distribution_test,heuristic,0.08733057553443982,0.08733057553443982,10,0,,T0
per_link,6,0.04962153906517647,8,,10,,0,0.0906127735507222,byte_service_queue_slack,0.25,in_distribution_test,heuristic,0.0906127735507222,0.0906127735507222,10,0,,T0
per_link,7,0.04962153906517647,2,,10,,0,0.09191891497244083,byte_service_queue_slack,0.5,in_distribution_test,heuristic,0.09191891497244083,0.09191891497244083,10,0,,T0
per_link,8,0.04962153906517647,23,,10,,0,0.09357537222784006,byte_service_queue_slack,0.043478260869565216,in_distribution_test,heuristic,0.09357537222784004,0.09357537222784004,10,0,,T0
per_link,9,0.04962153906517647,2536,,10,,0,0.3135598256045508,byte_service_queue_slack,0.3115141955835962,in_distribution_test,heuristic,0.9999943310280768,0.0957444106919352,10,0,,T0
per_link,0,0.0935122149098892,185,,10,,0,0.06338460521692871,byte_service_queue_slack,0.06486486486486487,ood:obss_only,heuristic,0.07596073008105268,0.045114037444512416,10,0,obss_only,T0
per_link,1,0.0935122149098892,40262,,10,,0,0.07959105068633018,byte_service_queue_slack,0.006209328895732949,ood:obss_only,heuristic,0.07959105068633017,0.07959105068633017,10,0,obss_only,T0
per_link,2,0.0935122149098892,1,,10,,0,0.08402629811767974,byte_service_queue_slack,1.0,ood:obss_only,heuristic,0.08402629811767974,0.08402629811767974,10,0,obss_only,T0
per_link,3,0.0935122149098892,2,,10,,0,0.0844404490141874,byte_service_queue_slack,0.5,ood:obss_only,heuristic,0.0844404490141874,0.0844404490141874,10,0,obss_only,T0
per_link,4,0.0935122149098892,96,,10,,0,0.08493987552140307,byte_service_queue_slack,0.3125,ood:obss_only,heuristic,0.08493987552140309,0.08493987552140309,10,0,obss_only,T0
per_link,5,0.0935122149098892,1,,10,,0,0.08513001511206746,byte_service_queue_slack,1.0,ood:obss_only,heuristic,0.08513001511206746,0.08513001511206746,10,0,obss_only,T0
per_link,6,0.0935122149098892,10,,10,,0,0.08555392389686065,byte_service_queue_slack,0.0,ood:obss_only,heuristic,0.08555392389686065,0.08555392389686065,10,0,obss_only,T0
per_link,7,0.0935122149098892,1,,10,,0,0.08679410408399589,byte_service_queue_slack,0.0,ood:obss_only,heuristic,0.08679410408399589,0.08679410408399589,10,0,obss_only,T0
per_link,8,0.0935122149098892,1,,10,,0,0.0873305738246718,byte_service_queue_slack,0.0,ood:obss_only,heuristic,0.0873305738246718,0.0873305738246718,10,0,obss_only,T0
per_link,9,0.0935122149098892,2641,,10,,0,0.49580520813470463,byte_service_queue_slack,0.09466111321469141,ood:obss_only,heuristic,0.9999999999943547,0.08955656668691096,10,0,obss_only,T0
per_link,0,0.10404315364644766,1332,,10,,0,0.06207192657882096,byte_service_queue_slack,0.31981981981981983,ood:obss_plus_legacy_mixed8,heuristic,0.07798367674590582,0.04469684640940842,10,0,obss_plus_legacy_mixed8,T0
per_link,1,0.10404315364644766,32477,,10,,0,0.07959105068633018,byte_service_queue_slack,0.046863934476706594,ood:obss_plus_legacy_mixed8,heuristic,0.07959105068633017,0.07959105068633017,10,0,obss_plus_legacy_mixed8,T0
per_link,2,0.10404315364644766,2,,10,,0,0.07959105206135485,byte_service_queue_slack,0.0,ood:obss_plus_legacy_mixed8,heuristic,0.07959105206135485,0.07959105206135485,10,0,obss_plus_legacy_mixed8,T0
per_link,3,0.10404315364644766,1,,10,,0,0.07959105223877741,byte_service_queue_slack,1.0,ood:obss_plus_legacy_mixed8,heuristic,0.07959105223877741,0.07959105223877741,10,0,obss_plus_legacy_mixed8,T0
per_link,4,0.10404315364644766,1,,10,,0,0.07959105234584275,byte_service_queue_slack,1.0,ood:obss_plus_legacy_mixed8,heuristic,0.07959105234584275,0.07959105234584275,10,0,obss_plus_legacy_mixed8,T0
per_link,5,0.10404315364644766,2,,10,,0,0.07959105261136477,byte_service_queue_slack,1.0,ood:obss_plus_legacy_mixed8,heuristic,0.07959105261136477,0.07959105261136477,10,0,obss_plus_legacy_mixed8,T0
per_link,6,0.10404315364644766,2,,10,,0,0.08108707848029857,byte_service_queue_slack,0.5,ood:obss_plus_legacy_mixed8,heuristic,0.08108707848029857,0.08108707848029857,10,0,obss_plus_legacy_mixed8,T0
per_link,7,0.10404315364644766,476,,10,,0,0.08505107793770071,byte_service_queue_slack,0.6029411764705882,ood:obss_plus_legacy_mixed8,heuristic,0.08955656668691096,0.08133889403959224,10,0,obss_plus_legacy_mixed8,T0
