analysis,average_precision,brier_score,calibration_error,degradation_profile,effective_calibration_bin_count,eligible_frames,eligible_misses,feature_set,link,model,partition,pipeline_type,prevalence,requested_calibration_bin_count,roc_auc,sample_offset_us,scenario_id,stage,subgroup_dimension,subgroup_value
per_link,0.2129229606291742,0.013196199612544965,0.007934963635172404,,10,43200,637,F0+F1-ideal+F2+F3,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8029959172903581,0,obss_only,T0,,
per_link,0.7495104890692673,0.11565251280603935,0.07160564247745504,,10,43200,10122,F0+F1-ideal+F2+F3,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8902482404668486,0,obss_plus_legacy_mixed8,T0,,
per_link,0.5758168341393569,0.0692564749285512,0.01130962683793391,,10,36000,4083,F0+F1-polling-1ms,1,histogram_gradient_boosting,in_distribution_test,model,0.11341666666666667,10,0.8896775458750004,0,,T0,,
per_link,0.22505329421757791,0.012883001214920198,0.0076544502846346224,,10,43200,637,F0+F1-polling-1ms,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8346410940347324,0,obss_only,T0,,
per_link,0.7304494385626629,0.12016102889861484,0.07420313522331266,,10,43200,10122,F0+F1-polling-1ms,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8825816035359604,0,obss_plus_legacy_mixed8,T0,,
per_link,0.5848600265776824,0.0685027909649171,0.011792633695482887,,10,36000,4083,F0+F1-polling-1ms+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.11341666666666667,10,0.89205353470428,0,,T0,,
per_link,0.23828630608319215,0.012635147471506587,0.008129279111902013,,10,43200,637,F0+F1-polling-1ms+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8195940298084683,0,obss_only,T0,,
per_link,0.7424854961299403,0.11469518176195997,0.06286649893526133,,10,43200,10122,F0+F1-polling-1ms+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8847263831703667,0,obss_plus_legacy_mixed8,T0,,
per_link,0.5848600265776824,0.0685027909649171,0.011792633695482887,,10,36000,4083,F0+F1-polling-1ms+F2-exportable,1,histogram_gradient_boosting,in_distribution_test,model,0.11341666666666667,10,0.89205353470428,0,,T0,,
per_link,0.23828630608319215,0.012635147471506587,0.008129279111902013,,10,43200,637,F0+F1-polling-1ms+F2-exportable,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8195940298084683,0,obss_only,T0,,
per_link,0.7424854961299403,0.11469518176195997,0.06286649893526133,,10,43200,10122,F0+F1-polling-1ms+F2-exportable,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8847263831703667,0,obss_plus_legacy_mixed8,T0,,
subgroup,0.27871418566255624,0.057708984596840145,0.019214313583924014,,10,9000,625,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.06944444444444445,10,0.8057219820895523,0,,T0,miss_regime,medium
subgroup,0.6847349176859813,0.12450449039269845,0.01326414334243612,,10,7200,1777,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.24680555555555556,10,0.8481089579586145,0,,T0,miss_regime,off_target
subgroup,0.06228615201273266,0.014855955000938302,0.019678341665697128,,10,9000,128,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.014222222222222223,10,0.7863234579294409,0,,T0,miss_regime,low
subgroup,0.6153883775994902,0.12417435544792106,0.021800571954053393,,10,7200,1553,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.21569444444444444,10,0.8160484668334742,0,,T0,miss_regime,high
subgroup,,5.026600216624141e-07,0.0006652946952584872,,10,3600,0,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.0,10,,0,,T0,miss_regime,unloaded
subgroup,0.5648642113641974,0.08127383806470846,0.021087741029560344,,10,9000,1173,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.13033333333333333,10,0.865440099526515,0,,T0,correlation_mode,common_bursts
subgroup,0.6614865323024622,0.0734054449601991,0.009177098669187622,,10,14400,1978,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.1373611111111111,10,0.9053274637987757,0,,T0,correlation_mode,independent
subgroup,,5.026600216624141e-07,0.0006652946952584872,,10,3600,0,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.0,10,,0,,T0,correlation_mode,none
subgroup,0.45843615034104773,0.07278546626924702,0.014267284199585341,,10,9000,932,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.10355555555555555,10,0.8481723749417505,0,,T0,correlation_mode,mixed_common_and_independent
subgroup,0.64357652913447,0.1159747420404202,0.026251782720627878,,10,600,127,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.21166666666666667,10,0.8552879093073197,0,,T0,frame_type,I_FRAME
subgroup,0.5893553264104904,0.06706183928769187,0.011618816553084216,,10,35400,3956,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.11175141242937853,10,0.8954656811042829,0,,T0,frame_type,P_FRAME
subgroup,0.5893553264104904,0.06706183928769187,0.011618816553084216,,10,35400,3956,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.11175141242937853,10,0.8954656811042829,0,,T0,frame_size_bytes,12000
subgroup,0.64357652913447,0.1159747420404202,0.026251782720627878,,10,600,127,F0+F1-ideal+F2,1,histogram_gradient_boosting,in_distribution_test,model,0.21166666666666667,10,0.8552879093073197,0,,T0,frame_size_bytes,48000
subgroup,0.23575717284665315,0.012634664451138778,0.008033774533644126,,10,43200,637,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8023717063829033,0,obss_only,T0,miss_regime,ood
subgroup,0.23575717284665315,0.012634664451138778,0.008033774533644126,,10,43200,637,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8023717063829033,0,obss_only,T0,correlation_mode,none
subgroup,0.1932458378870913,0.031523826259636685,0.01694602855814782,,10,720,25,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.034722222222222224,10,0.7672230215827339,0,obss_only,T0,frame_type,I_FRAME
subgroup,0.23535387403249772,0.012314509166248986,0.00789013928535165,,10,42480,612,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.01440677966101695,10,0.7997145050020262,0,obss_only,T0,frame_type,P_FRAME
subgroup,0.23535387403249772,0.012314509166248986,0.00789013928535165,,10,42480,612,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.01440677966101695,10,0.7997145050020262,0,obss_only,T0,frame_size_bytes,12000
subgroup,0.1932458378870913,0.031523826259636685,0.01694602855814782,,10,720,25,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_only,model,0.034722222222222224,10,0.7672230215827339,0,obss_only,T0,frame_size_bytes,48000
subgroup,0.7494239169345758,0.11368772183079005,0.0658013469625779,,10,43200,10122,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8901797191501722,0,obss_plus_legacy_mixed8,T0,miss_regime,ood
subgroup,0.7494239169345758,0.11368772183079005,0.0658013469625779,,10,43200,10122,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8901797191501722,0,obss_plus_legacy_mixed8,T0,correlation_mode,independent
subgroup,0.7562494001978236,0.1870471364285149,0.13665204971291212,,10,720,268,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.37222222222222223,10,0.8233473121120063,0,obss_plus_legacy_mixed8,T0,frame_type,I_FRAME
subgroup,0.7492304086619994,0.11244434192235402,0.06461027189882283,,10,42480,9854,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23196798493408663,10,0.8909013203760001,0,obss_plus_legacy_mixed8,T0,frame_type,P_FRAME
subgroup,0.7492304086619994,0.11244434192235402,0.06461027189882283,,10,42480,9854,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23196798493408663,10,0.8909013203760001,0,obss_plus_legacy_mixed8,T0,frame_size_bytes,12000
subgroup,0.7562494001978236,0.1870471364285149,0.13665204971291212,,10,720,268,F0+F1-ideal+F2,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.37222222222222223,10,0.8233473121120063,0,obss_plus_legacy_mixed8,T0,frame_size_bytes,48000
per_link,0.5758168341393569,0.0692564749285512,0.01130962683793391,polling_1ms,10,36000,4083,F0+F1-degraded:polling_1ms,1,histogram_gradient_boosting,in_distribution_test,model,0.11341666666666667,10,0.8896775458750004,0,,T0,,
per_link,0.22505329421757791,0.012883001214920198,0.0076544502846346224,polling_1ms,10,43200,637,F0+F1-degraded:polling_1ms,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8346410940347324,0,obss_only,T0,,
per_link,0.7304494385626629,0.12016102889861484,0.07420313522331266,polling_1ms,10,43200,10122,F0+F1-degraded:polling_1ms,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8825816035359604,0,obss_plus_legacy_mixed8,T0,,
per_link,0.5848600265776824,0.0685027909649171,0.011792633695482887,polling_1ms,10,36000,4083,F0+F1-degraded+F2:polling_1ms,1,histogram_gradient_boosting,in_distribution_test,model,0.11341666666666667,10,0.89205353470428,0,,T0,,
per_link,0.23828630608319215,0.012635147471506587,0.008129279111902013,polling_1ms,10,43200,637,F0+F1-degraded+F2:polling_1ms,1,histogram_gradient_boosting,ood:obss_only,model,0.01474537037037037,10,0.8195940298084683,0,obss_only,T0,,
per_link,0.7424854961299403,0.11469518176195997,0.06286649893526133,polling_1ms,10,43200,10122,F0+F1-degraded+F2:polling_1ms,1,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.23430555555555554,10,0.8847263831703667,0,obss_plus_legacy_mixed8,T0,,
per_link,0.05467948021406924,0.04974675788338827,0.06362392416812912,,10,36000,1736,,0,retry_pressure,in_distribution_test,heuristic,0.04822222222222222,10,0.5166653934588681,1000,,T1,,
per_link,0.07210191850493705,0.021852236553316744,0.10015255715905166,,10,43200,545,,0,retry_pressure,ood:obss_only,heuristic,0.012615740740740742,10,0.5999198820491698,1000,obss_only,T1,,
per_link,0.23486099670024146,0.12333996259948084,0.03141043423703406,,10,43200,6419,,0,retry_pressure,ood:obss_plus_legacy_mixed8,heuristic,0.14858796296296295,10,0.594798677421213,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.04822222222222222,0.25,0.4517777777777778,,1,36000,1736,,0,delivery_drought,in_distribution_test,heuristic,0.04822222222222222,10,0.5,1000,,T1,,
per_link,0.012615740740740742,0.25,0.48738425925925927,,1,43200,545,,0,delivery_drought,ood:obss_only,heuristic,0.012615740740740742,10,0.5,1000,obss_only,T1,,
per_link,0.14858796296296295,0.25,0.35141203703703705,,1,43200,6419,,0,delivery_drought,ood:obss_plus_legacy_mixed8,heuristic,0.14858796296296295,10,0.5,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.19891456466328114,0.04466717113223212,0.049405509007066015,,10,36000,1736,,0,byte_service_queue_slack,in_distribution_test,heuristic,0.04822222222222222,10,0.6934911431810038,1000,,T1,,
per_link,0.05787837162463825,0.031159560762698015,0.09197029872833488,,10,43200,545,,0,byte_service_queue_slack,ood:obss_only,heuristic,0.012615740740740742,10,0.7200487160157396,1000,obss_only,T1,,
per_link,0.3549108027277915,0.1231367925553536,0.10238741251977888,,10,43200,6419,,0,byte_service_queue_slack,ood:obss_plus_legacy_mixed8,heuristic,0.14858796296296295,10,0.7512163388746784,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.21831700813099633,0.046361483327784066,0.07539113553552147,,10,36000,1736,,0,packet_count_additive_baseline,in_distribution_test,heuristic,0.04822222222222222,10,0.7061620124869408,1000,,T1,,
per_link,0.10509877113719279,0.01978854014247741,0.08771691019199673,,10,43200,545,,0,packet_count_additive_baseline,ood:obss_only,heuristic,0.012615740740740742,10,0.6705085715453301,1000,obss_only,T1,,
per_link,0.46915666417546154,0.11923313587271096,0.11739583083855906,,10,43200,6419,,0,packet_count_additive_baseline,ood:obss_plus_legacy_mixed8,heuristic,0.14858796296296295,10,0.7750888183830053,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.04937378392217101,0.050178047726806674,0.06467464243260541,,2,36000,1736,F0,0,logistic_regression,in_distribution_test,model,0.04822222222222222,10,0.5069802272622123,1000,,T1,,
per_link,0.01508515970098539,0.02261573523609116,0.1002811239140869,,2,43200,545,F0,0,logistic_regression,ood:obss_only,model,0.012615740740740742,10,0.5250097055638422,1000,obss_only,T1,,
per_link,0.15224058134704263,0.12753601615040513,0.035691098308135306,,2,43200,6419,F0,0,logistic_regression,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.5079609571376648,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.4460260717916307,0.03415823181803894,0.005601940475190439,,10,36000,1736,F0+F1-ideal,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9231739241304439,1000,,T1,,
per_link,0.23657702722019286,0.011096362470961966,0.005713866869879321,,10,43200,545,F0+F1-ideal,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8397977801412871,1000,obss_only,T1,,
per_link,0.6275742046031184,0.10794330971787712,0.10206055211562542,,10,43200,6419,F0+F1-ideal,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.8864559847732908,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.45430641226072976,0.033931661919030964,0.004881398199017232,,10,36000,1736,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9239812650834776,1000,,T1,,
per_link,0.2752655544618459,0.01085666911807528,0.005527573258574385,,10,43200,545,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8589353453513844,1000,obss_only,T1,,
per_link,0.6680461325449684,0.10105104659294892,0.09517071097969806,,10,43200,6419,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.898812370270878,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.45430641226072976,0.033931661919030964,0.004881398199017232,,10,36000,1736,F0+F1-ideal+F2-exportable,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9239812650834776,1000,,T1,,
per_link,0.2752655544618459,0.01085666911807528,0.005527573258574385,,10,43200,545,F0+F1-ideal+F2-exportable,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8589353453513844,1000,obss_only,T1,,
per_link,0.6680461325449684,0.10105104659294892,0.09517071097969806,,10,43200,6419,F0+F1-ideal+F2-exportable,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.898812370270878,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.4710875955413823,0.033339949948705476,0.004851058193313152,,10,36000,1736,F0+F1-ideal+F2+F3,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9248817261685089,1000,,T1,,
per_link,0.2854887129208582,0.010697950092862401,0.00526927693358626,,10,43200,545,F0+F1-ideal+F2+F3,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8722895989693283,1000,obss_only,T1,,
per_link,0.6728016761420897,0.0962152836320596,0.08855439827593864,,10,43200,6419,F0+F1-ideal+F2+F3,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.899430522353546,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.4368640290002579,0.0344898663490954,0.006076902395794067,,10,36000,1736,F0+F1-polling-1ms,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9210058591543462,1000,,T1,,
per_link,0.24244056953872806,0.011099381836349677,0.00558188641356874,,10,43200,545,F0+F1-polling-1ms,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8266043861620704,1000,obss_only,T1,,
per_link,0.6163585267710328,0.10984722076282166,0.10338572337787544,,10,43200,6419,F0+F1-polling-1ms,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.8837811165593512,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.444974575027026,0.03427735442473708,0.005516561796503162,,10,36000,1736,F0+F1-polling-1ms+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9214109292067774,1000,,T1,,
per_link,0.2928615489939307,0.010805748986282287,0.005406326494704264,,10,43200,545,F0+F1-polling-1ms+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8453309516614528,1000,obss_only,T1,,
per_link,0.6639898484203912,0.10099130705954398,0.0933255836873714,,10,43200,6419,F0+F1-polling-1ms+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.8983751754081292,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.444974575027026,0.03427735442473708,0.005516561796503162,,10,36000,1736,F0+F1-polling-1ms+F2-exportable,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9214109292067774,1000,,T1,,
per_link,0.2928615489939307,0.010805748986282287,0.005406326494704264,,10,43200,545,F0+F1-polling-1ms+F2-exportable,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8453309516614528,1000,obss_only,T1,,
per_link,0.6639898484203912,0.10099130705954398,0.0933255836873714,,10,43200,6419,F0+F1-polling-1ms+F2-exportable,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.8983751754081292,1000,obss_plus_legacy_mixed8,T1,,
subgroup,0.36658231349624,0.060316943944771606,0.014005333615925262,,10,7200,565,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.07847222222222222,10,0.8266228301245074,1000,,T1,miss_regime,medium
subgroup,0.3852323913623904,0.020231965113176313,0.004429433005310979,,10,14400,392,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.02722222222222222,10,0.9518389273185002,1000,,T1,miss_regime,off_target
subgroup,0.16623026074333175,0.01500848117114212,0.012772434932729101,,10,7200,115,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.01597222222222222,10,0.819161118100089,1000,,T1,miss_regime,low
subgroup,0.5994690565131484,0.1077353198227698,0.013217093427361954,,10,3600,664,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.18444444444444444,10,0.8466291938872658,1000,,T1,miss_regime,high
subgroup,,2.5886830070951012e-06,0.0001775881646585328,,10,3600,0,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.0,10,,1000,,T1,miss_regime,unloaded
subgroup,0.3990416410525985,0.04016446910012343,0.010006102634791788,,10,9000,488,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.05422222222222222,10,0.8967795224485394,1000,,T1,correlation_mode,common_bursts
subgroup,0.5330951420183714,0.04229299144344766,0.0023106007597054985,,10,14400,948,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.06583333333333333,10,0.9257079555249419,1000,,T1,correlation_mode,independent
subgroup,,2.5886830070951012e-06,0.0001775881646585328,,10,3600,0,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.0,10,,1000,,T1,correlation_mode,none
subgroup,0.2681157175592949,0.027892356793281312,0.007089757839619279,,10,9000,300,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.03333333333333333,10,0.899630459770115,1000,,T1,correlation_mode,mixed_common_and_independent
subgroup,0.3754901007735188,0.06620681712338408,0.02777817945137419,,10,600,52,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.08666666666666667,10,0.8807201010668164,1000,,T1,frame_type,I_FRAME
subgroup,0.4568129636118635,0.03338462539014362,0.004639062516368768,,10,35400,1684,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.04757062146892655,10,0.9245858112995824,1000,,T1,frame_type,P_FRAME
subgroup,0.4568129636118635,0.03338462539014362,0.004639062516368768,,10,35400,1684,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.04757062146892655,10,0.9245858112995824,1000,,T1,frame_size_bytes,12000
subgroup,0.3754901007735188,0.06620681712338408,0.02777817945137419,,10,600,52,F0+F1-ideal+F2,0,histogram_gradient_boosting,in_distribution_test,model,0.08666666666666667,10,0.8807201010668164,1000,,T1,frame_size_bytes,48000
subgroup,0.2752655544618459,0.01085666911807528,0.005527573258574385,,10,43200,545,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8589353453513844,1000,obss_only,T1,miss_regime,ood
subgroup,0.2752655544618459,0.01085666911807528,0.005527573258574385,,10,43200,545,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8589353453513844,1000,obss_only,T1,correlation_mode,none
subgroup,0.22392682806753234,0.04431543593893817,0.023571532334648152,,10,720,36,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.05,10,0.8300844704353476,1000,obss_only,T1,frame_type,I_FRAME
subgroup,0.2791729655117807,0.010289571375348793,0.0052878725325938136,,10,42480,509,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.01198210922787194,10,0.8549926113732098,1000,obss_only,T1,frame_type,P_FRAME
subgroup,0.2791729655117807,0.010289571375348793,0.0052878725325938136,,10,42480,509,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.01198210922787194,10,0.8549926113732098,1000,obss_only,T1,frame_size_bytes,12000
subgroup,0.22392682806753234,0.04431543593893817,0.023571532334648152,,10,720,36,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_only,model,0.05,10,0.8300844704353476,1000,obss_only,T1,frame_size_bytes,48000
subgroup,0.6680461325449684,0.10105104659294892,0.09517071097969806,,10,43200,6419,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.898812370270878,1000,obss_plus_legacy_mixed8,T1,miss_regime,ood
subgroup,0.6680461325449684,0.10105104659294892,0.09517071097969806,,10,43200,6419,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.898812370270878,1000,obss_plus_legacy_mixed8,T1,correlation_mode,independent
subgroup,0.6315864421652106,0.182039491893025,0.15647881841555403,,10,720,194,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.26944444444444443,10,0.7834757555564267,1000,obss_plus_legacy_mixed8,T1,frame_type,I_FRAME
subgroup,0.6702012705474291,0.09967836107938832,0.09413159051468355,,10,42480,6225,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14653954802259886,10,0.9003602084520679,1000,obss_plus_legacy_mixed8,T1,frame_type,P_FRAME
subgroup,0.6702012705474291,0.09967836107938832,0.09413159051468355,,10,42480,6225,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14653954802259886,10,0.9003602084520679,1000,obss_plus_legacy_mixed8,T1,frame_size_bytes,12000
subgroup,0.6315864421652106,0.182039491893025,0.15647881841555403,,10,720,194,F0+F1-ideal+F2,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.26944444444444443,10,0.7834757555564267,1000,obss_plus_legacy_mixed8,T1,frame_size_bytes,48000
per_link,0.4368640290002579,0.0344898663490954,0.006076902395794067,polling_1ms,10,36000,1736,F0+F1-degraded:polling_1ms,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9210058591543462,1000,,T1,,
per_link,0.24244056953872806,0.011099381836349677,0.00558188641356874,polling_1ms,10,43200,545,F0+F1-degraded:polling_1ms,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8266043861620704,1000,obss_only,T1,,
per_link,0.6163585267710328,0.10984722076282166,0.10338572337787544,polling_1ms,10,43200,6419,F0+F1-degraded:polling_1ms,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.8837811165593512,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.444974575027026,0.03427735442473708,0.005516561796503162,polling_1ms,10,36000,1736,F0+F1-degraded+F2:polling_1ms,0,histogram_gradient_boosting,in_distribution_test,model,0.04822222222222222,10,0.9214109292067774,1000,,T1,,
per_link,0.2928615489939307,0.010805748986282287,0.005406326494704264,polling_1ms,10,43200,545,F0+F1-degraded+F2:polling_1ms,0,histogram_gradient_boosting,ood:obss_only,model,0.012615740740740742,10,0.8453309516614528,1000,obss_only,T1,,
per_link,0.6639898484203912,0.10099130705954398,0.0933255836873714,polling_1ms,10,43200,6419,F0+F1-degraded+F2:polling_1ms,0,histogram_gradient_boosting,ood:obss_plus_legacy_mixed8,model,0.14858796296296295,10,0.8983751754081292,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.12519161991372624,0.11028053481738577,0.10182396772636276,,10,36000,4083,,1,retry_pressure,in_distribution_test,heuristic,0.11341666666666667,10,0.522229417746991,1000,,T1,,
per_link,0.07131291284465158,0.052826512455377436,0.197058096357678,,10,43200,637,,1,retry_pressure,ood:obss_only,heuristic,0.01474537037037037,10,0.5961352662528399,1000,obss_only,T1,,
per_link,0.2941368846062324,0.17416892805400844,0.016657078143754583,,10,43200,10122,,1,retry_pressure,ood:obss_plus_legacy_mixed8,heuristic,0.23430555555555554,10,0.5679209517279361,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.11341666666666667,0.25,0.38658333333333333,,1,36000,4083,,1,delivery_drought,in_distribution_test,heuristic,0.11341666666666667,10,0.5,1000,,T1,,
per_link,0.01474537037037037,0.25,0.4852546296296296,,1,43200,637,,1,delivery_drought,ood:obss_only,heuristic,0.01474537037037037,10,0.5,1000,obss_only,T1,,
per_link,0.23430555555555554,0.25,0.26569444444444446,,1,43200,10122,,1,delivery_drought,ood:obss_plus_legacy_mixed8,heuristic,0.23430555555555554,10,0.5,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.2784237756792669,0.10224830903050378,0.10685309634775188,,10,36000,4083,,1,byte_service_queue_slack,in_distribution_test,heuristic,0.11341666666666667,10,0.7131904420440996,1000,,T1,,
per_link,0.07017066320269941,0.044820830518576216,0.1616436237390771,,10,43200,637,,1,byte_service_queue_slack,ood:obss_only,heuristic,0.01474537037037037,10,0.7345777877477104,1000,obss_only,T1,,
per_link,0.48116167087149425,0.16081374271486687,0.12870376418613896,,10,43200,10122,,1,byte_service_queue_slack,ood:obss_plus_legacy_mixed8,heuristic,0.23430555555555554,10,0.7543391462777966,1000,obss_plus_legacy_mixed8,T1,,
per_link,0.3883923477172717,0.0963499756495524,0.12164666400977146,,10,36000,4083,,1,packet_count_additive_baseline,in_distribution_test,heuristic,0.11341666666666667,10,0.7333331345873683,1000,,T1,,
per_link,0.06609875310001206,0.042166233491885675,0.1664724286548378,,10,43200,637,,1,packet_count_additive_baseline,ood:obss_only,heuristic,0.01474537037037037,10,0.6310859503085481,1000,obss_only,T1,,
