absolute_action_rate_deviation,analysis,budget,calibration_miss_recall_at_threshold,calibration_precision_at_threshold,calibration_score_threshold,calibration_threshold_mode,degradation_profile,eligible_frames,eligible_misses,expected_topk_true_positives,feature_set,k,link,model,observed_calibration_action_rate,observed_test_action_rate,partition,pipeline_type,precision,recall,sample_offset_us,scenario_id,source_link,stage,status,subgroup_dimension,subgroup_value,target_budget,test_miss_recall_at_calibration_threshold,test_precision_at_calibration_threshold,tie_precision_lower,tie_precision_upper,tie_recall_lower,tie_recall_upper,topk_cutoff_score,topk_strict_count,topk_tie_count,topk_tie_slots
0.019846215700070363,per_link,0.05,0.034940944881889764,0.23666666666666666,0.2372395246730486,numeric,,23347,545,46.077871569364035,F0,1168,0,logistic_regression,0.03015378429992964,0.030839079967447638,ood:obss_only,model,0.03945023250801715,0.08454655333828263,2000,obss_only,,T2,ok,,,0.05,0.06605504587155964,0.05,0.03424657534246575,0.045376712328767124,0.07339449541284404,0.09724770642201835,-0.008622518698801577,720,22627,448
0.06984621570007037,per_link,0.1,0.034940944881889764,0.23666666666666666,0.2372395246730486,numeric,,23347,545,72.32982719759579,F0,2335,0,logistic_regression,0.03015378429992964,0.030839079967447638,ood:obss_only,model,0.030976371390833316,0.13271527926164364,2000,obss_only,,T2,ok,,,0.1,0.06605504587155964,0.05,0.026124197002141327,0.035974304068522485,0.11192660550458716,0.15412844036697249,-0.008622518698801577,720,22627,1615
0.16984621570007036,per_link,0.2,0.034940944881889764,0.23666666666666666,0.2372395246730486,numeric,,23347,545,124.85623370309807,F0,4670,0,logistic_regression,0.03015378429992964,0.030839079967447638,ood:obss_only,model,0.026735810214796162,0.22909400679467537,2000,obss_only,,T2,ok,,,0.2,0.06605504587155964,0.05,0.023340471092077087,0.030406852248394005,0.2,0.26055045871559634,-0.008622518698801577,720,22627,3950
0.019846215700070363,per_link,0.05,0.034940944881889764,0.23666666666666666,0.2372395246730486,numeric,,29851,6418,359.1557447392812,F0,1493,0,logistic_regression,0.03015378429992964,0.024119794981742656,ood:obss_plus_legacy_mixed8,model,0.24055977544493048,0.05596069565897183,2000,obss_plus_legacy_mixed8,,T2,ok,,,0.05,0.03022748519788096,0.26944444444444443,0.22572002679169456,0.2551908908238446,0.05250856964786538,0.05936428794016828,-0.008622518698801577,720,29131,773
0.06984621570007037,per_link,0.1,0.034940944881889764,0.23666666666666666,0.2372395246730486,numeric,,29851,6418,678.1434897531839,F0,2986,0,logistic_regression,0.03015378429992964,0.024119794981742656,ood:obss_plus_legacy_mixed8,model,0.2271076656909524,0.10566274380697785,2000,obss_plus_legacy_mixed8,,T2,ok,,,0.1,0.03022748519788096,0.26944444444444443,0.21500334896182183,0.23945077026121903,0.1000311623558741,0.1114054222499221,-0.008622518698801577,720,29131,2266
0.16984621570007036,per_link,0.2,0.034940944881889764,0.23666666666666666,0.2372395246730486,numeric,,29851,6418,1315.9053242250523,F0,5971,0,logistic_regression,0.03015378429992964,0.024119794981742656,ood:obss_plus_legacy_mixed8,model,0.2203827372676356,0.20503355005064697,2000,obss_plus_legacy_mixed8,,T2,ok,,,0.2,0.03022748519788096,0.26944444444444443,0.21152235806397587,0.22927482833696197,0.1967902773449673,0.21330632595824245,-0.008622518698801577,720,29131,5251
4.523067644989637e-05,per_link,0.05,0.1934055118110236,0.7907444668008048,0.6487985288950521,numeric,,17137,1736,528.0,F0+F1-ideal,857,0,histogram_gradient_boosting,0.049954769323550106,0.01867304662426329,in_distribution_test,model,0.6161026837806302,0.30414746543778803,2000,,,T2,ok,,,0.05,0.14055299539170507,0.7625,0.6161026837806302,0.6161026837806302,0.30414746543778803,0.30414746543778803,1.6581919421851905,856,1,1
1.0051261433302594e-05,per_link,0.1,0.33070866141732286,0.6753768844221105,0.5001586029882528,numeric,,17137,1736,794.0,F0+F1-ideal,1714,0,histogram_gradient_boosting,0.10001005126143331,0.03868821847464551,in_distribution_test,model,0.4632438739789965,0.4573732718894009,2000,,,T2,ok,,,0.1,0.24769585253456222,0.6485671191553545,0.4632438739789965,0.4632438739789965,0.4573732718894009,0.4573732718894009,0.7290980164590797,1713,1,1
2.0102522866605188e-05,per_link,0.2,0.531496062992126,0.542713567839196,0.27190831309995905,numeric,,17137,1736,1116.0,F0+F1-ideal,3428,0,histogram_gradient_boosting,0.20002010252286662,0.09033086304487367,in_distribution_test,model,0.32555425904317387,0.6428571428571429,2000,,,T2,ok,,,0.2,0.43317972350230416,0.48578811369509045,0.32555425904317387,0.32555425904317387,0.6428571428571429,0.6428571428571429,0.24651964933142254,3427,1,1
4.523067644989637e-05,per_link,0.05,0.1934055118110236,0.7907444668008048,0.6487985288950521,numeric,,23347,545,183.0,F0+F1-ideal,1168,0,histogram_gradient_boosting,0.049954769323550106,0.0009423052212275667,ood:obss_only,model,0.1566780821917808,0.3357798165137615,2000,obss_only,,T2,ok,,,0.05,0.03669724770642202,0.9090909090909091,0.1566780821917808,0.1566780821917808,0.3357798165137615,0.3357798165137615,-1.2672047764315977,1167,1,1
