candidate_ordinal,feature_family,signal,ranker,cost_normalized,frame_gate,requested_action_fraction,score_threshold,realized_action_fraction,dr_airtime_us_per_eligible_frame,dr_treat_none_deadline_miss,dr_policy_deadline_miss,dr_deadline_miss_benefit,deadline_miss_relative_improvement,dr_treat_none_completed_late18_numerator,dr_policy_completed_late18_numerator,dr_treat_none_completion_probability,dr_policy_completion_probability,dr_treat_none_completed_late18_ratio,dr_policy_completed_late18_ratio,completed_late18_relative_improvement,dr_treat_none_bad12,dr_policy_bad12,dr_bad12_benefit,balanced_min_relative_improvement,mean_relative_improvement,admissible,rejection_reason,source_frozen,selected
38,primary_base,completed_late18_value,completed_late18_value_per_cost,1,all_frames,0.17999999999999999,3.3008138416334987e-05,0.18003478933127173,453.95017766148743,0.020215760277452761,0.0046735779508382241,0.015542182326614537,0.76881512806368191,0.035515588448998006,0.013645495439123898,0.97978423972254713,0.99532642204916166,0.036248376947821924,0.013709568174660507,0.62178808186653778,0.1046070973176101,0.053125689845271995,0.051481407472338106,0.62178808186653778,0.69530160496510984,0,assignment_airtime,0,0
39,primary_base,completed_late18_value,completed_late18_value_per_cost,1,all_frames,0.20000000000000001,3.0574738048017025e-05,0.20003865481252417,511.47151465944529,0.020215760277452761,0.0040653933527084844,0.016150366924744277,0.79889980406807959,0.035515588448998006,0.012279212157229935,0.97978423972254713,0.99593460664729139,0.036248376947821924,0.012329335756859183,0.65986516376700766,0.1046070973176101,0.04942449012857373,0.055182607189036371,0.65986516376700766,0.72938248391754357,0,action_fraction+assignment_airtime,0,0
40,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.050000000000000003,5.9515652537811548e-05,0.05005798221878624,106.90476575695087,0.020215760277452761,0.01012193053533611,0.010093829742116651,0.49930497807567492,0.035515588448998006,0.025321908381074891,0.97978423972254713,0.98987806946466372,0.036248376947821924,0.025580835824324546,0.29429017301527383,0.1046070973176101,0.080365108738001886,0.024241988579608218,0.29429017301527383,0.39679757554547435,0,deadline_improvement+completed_late18_improvement,0,0
41,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.074999999999999997,4.6204942918848246e-05,0.07508697332817936,183.02366280779356,0.020215760277452761,0.0089540141285179738,0.011261746148934788,0.55707754714005731,0.035515588448998006,0.023133905596701629,0.97978423972254713,0.99104598587148196,0.036248376947821924,0.023342918418017399,0.35602858986986952,0.1046070973176101,0.074064403815239613,0.030542693502370488,0.35602858986986952,0.45655306850496341,0,completed_late18_improvement,0,0
42,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.10000000000000001,4.1533796320436522e-05,0.10001932740626208,254.2332291435921,0.020215760277452761,0.0079309805803221313,0.01228477969713063,0.60768328910351244,0.035515588448998006,0.020995678243297483,0.97978423972254713,0.99206901941967773,0.036248376947821924,0.021163525755072111,0.41615245875598367,0.1046070973176101,0.070016484742383103,0.034590612575226998,0.41615245875598367,0.51191787392974808,0,completed_late18_improvement,0,0
43,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.125,3.8897695048945025e-05,0.1250483185156552,320.2670947505074,0.020215760277452761,0.006521511711903313,0.013694248565549448,0.67740457828949674,0.035515588448998006,0.018705231920131769,0.97978423972254713,0.9934784882880966,0.036248376947821924,0.018828019066989079,0.48058311427043332,0.1046070973176101,0.063488555777165168,0.041118541540444933,0.48058311427043332,0.57899384627996509,0,completed_late18_improvement,0,0
44,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.14999999999999999,3.6493387597147375e-05,0.15007730962504831,383.71975153059924,0.020215760277452761,0.0054206516669582563,0.014795108610494505,0.73186011346780411,0.035515588448998006,0.016733156842506633,0.97978423972254713,0.99457934833304162,0.036248376947821924,0.016824355814900171,0.53585905821057445,0.1046070973176101,0.05989465101651148,0.044712446301098621,0.53585905821057445,0.63385958583918933,1,,0,0
45,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.16500000000000001,3.4877819416578859e-05,0.16505604947816002,417.77466922011962,0.020215760277452761,0.004969447729459793,0.015246312547992968,0.75417952818710632,0.035515588448998006,0.015426984378121299,0.97978423972254713,0.99503055227054005,0.036248376947821924,0.015504030849021445,0.57228344675021248,0.1046070973176101,0.057216708777209704,0.047390388540400397,0.57228344675021248,0.66323148746865934,0,assignment_airtime,0,0
46,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.17999999999999999,3.2957726944005117e-05,0.18003478933127173,452.17396212916856,0.020215760277452761,0.0048742145623029958,0.015341545715149766,0.75889036596168225,0.035515588448998006,0.013737194937241189,0.97978423972254713,0.99512578543769692,0.036248376947821924,0.013804480939260367,0.6191696814692873,0.1046070973176101,0.053340499110245736,0.051266598207364365,0.6191696814692873,0.68903002371548472,0,assignment_airtime,0,0
47,primary_base,completed_late18_value,completed_late18_value_per_cost,1,p_frames_only,0.20000000000000001,3.0556817364413291e-05,0.20003865481252417,509.05648071307542,0.020215760277452761,0.0042596637583901635,0.015956096519062598,0.78928995496938625,0.035515588448998006,0.012252830856612155,0.97978423972254713,0.99574033624160974,0.036248376947821924,0.012305247071601093,0.66052970897665297,0.1046070973176101,0.049485543844566576,0.055121553473043525,0.66052970897665297,0.72490983197301961,0,action_fraction+assignment_airtime,0,0
48,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.050000000000000003,0.14196883141994476,0.05005798221878624,163.19555403030628,0.020215760277452761,0.0097594586621004321,0.010456301615352329,0.51723514089225486,0.035515588448998006,0.025760187133719574,0.97978423972254713,0.9902405413378994,0.036248376947821924,0.026014070378208676,0.28233833984746737,0.1046070973176101,0.079401217253468798,0.025205880064141296,0.28233833984746737,0.39978674036986112,0,completed_late18_improvement,0,0
49,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.074999999999999997,0.11709171533584595,0.07508697332817936,248.78195922656485,0.020215760277452761,0.008100186528022647,0.012115573749430114,0.59931328741283973,0.035515588448998006,0.023075513928068159,0.97978423972254713,0.9918998134719772,0.036248376947821924,0.023263956313587995,0.35820695235332822,0.1046070973176101,0.073084522590806361,0.031522574726803733,0.35820695235332822,0.47876011988308398,0,completed_late18_improvement,0,0
50,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.10000000000000001,0.098558157682418823,0.10001932740626208,326.30907839364716,0.020215760277452761,0.0076264092414177545,0.012589351036035007,0.62274932346107625,0.035515588448998006,0.021335148713619974,0.97978423972254713,0.99237359075858211,0.036248376947821924,0.021499109722691364,0.40689455548207126,0.1046070973176101,0.068906260389346746,0.035700836928263362,0.40689455548207126,0.51482193947157373,0,completed_late18_improvement,0,0
51,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.125,0.091339714825153351,0.1250483185156552,403.16191226524279,0.020215760277452761,0.0062728749443191588,0.013942885333133603,0.6897037332147492,0.035515588448998006,0.01920865744637414,0.97978423972254713,0.99372712505568073,0.036248376947821924,0.019329911564301756,0.46673718406409248,0.1046070973176101,0.063943270760982482,0.040663826556627619,0.46673718406409248,0.57822045863942084,0,assignment_airtime+completed_late18_improvement,0,0
52,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.14999999999999999,0.086102701723575592,0.15007730962504831,473.94005687699638,0.020215760277452761,0.0049349943514816023,0.015280765925971159,0.75588381125661896,0.035515588448998006,0.017085682025155539,0.97978423972254713,0.9950650056485183,0.036248376947821924,0.0171704179407055,0.52631208935446616,0.1046070973176101,0.058585972594947258,0.046021124722662843,0.52631208935446616,0.64109795030554251,0,assignment_airtime,0,0
53,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.16500000000000001,0.082985691726207733,0.16505604947816002,519.49099268497264,0.020215760277452761,0.0044532757448611966,0.015762484532591565,0.77971267546993683,0.035515588448998006,0.015630295239257679,0.97978423972254713,0.99554672425513868,0.036248376947821924,0.0157002126152865,0.56687129363374467,0.1046070973176101,0.057039505563336527,0.047567591754273574,0.56687129363374467,0.67329198455184081,0,assignment_airtime,0,0
54,primary_base,completed_late18_value,completed_late18_value,0,all_frames,0.17999999999999999,0.079294458031654358,0.18003478933127173,550.63251319390019,0.020215760277452761,0.0039073389426354799,0.016308421334817282,0.80671817982559624,0.035515588448998006,0.014549014222325022,0.97978423972254713,0.99609266105736438,0.036248376947821924,0.014606085147621775,0.59705547178990537,0.1046070973176101,0.054354882945277634,0.050252214372332467,0.59705547178990537,0.70188682580775086,0,assignment_airtime,0,0
