mode,family_id,scenario_id,parameter_sample,seed,run,arm_id,run_id,generated_frame_count,completed_frame_count,incomplete_frame_count,deadline_miss_count,all_generated_deadline_miss_rate,all_generated_censored_mean_us,sender_airtime_us,background_throughput_mbps
fixed,radio_propagation,radio-propagation-qualification-p18,18,21011,1,distributional_shadow_t2,e1a20f47167fe15c2b6d,1800,1782,18,18,0.01,5329.997777777778,6043072.0,26.73888
fixed,radio_propagation,radio-propagation-qualification-p18,18,21012,1,str_mlo_nmaxinflights_1,bed82a52ddff2cb9bca4,1800,1800,0,0,0.0,2205.2733333333335,3286555.0,26.6336
fixed,radio_propagation,radio-propagation-qualification-p18,18,21012,1,score_aware_t2_v2,519361bdd2d7dac3b790,1800,1800,0,0,0.0,1988.0105555555556,3131839.0,26.63056
fixed,radio_propagation,radio-propagation-qualification-p18,18,21012,1,distributional_shadow_t2,b6290aa912d4c394f564,1800,1800,0,0,0.0,1962.8294444444443,3358214.0,26.63296
fixed,radio_propagation,radio-propagation-qualification-p19,19,21013,1,str_mlo_nmaxinflights_1,cc0f18488cb86c6f6dc3,1800,1780,20,20,0.011111111111111112,4866.5344444444445,4847554.0,27.10096
fixed,radio_propagation,radio-propagation-qualification-p19,19,21013,1,score_aware_t2_v2,79d6b0777f2f6d57860f,1800,1781,19,19,0.010555555555555556,5226.477777777778,5843716.0,27.10048
fixed,radio_propagation,radio-propagation-qualification-p19,19,21013,1,distributional_shadow_t2,7caf110cda8d4fa41b38,1800,1786,14,14,0.0077777777777777776,5040.301111111111,5971937.0,27.10048
fixed,radio_propagation,radio-propagation-qualification-p19,19,21014,1,str_mlo_nmaxinflights_1,0ed99e45f512ce68d142,1800,1786,14,14,0.0077777777777777776,3753.62,4123318.0,27.44704
fixed,radio_propagation,radio-propagation-qualification-p19,19,21014,1,score_aware_t2_v2,4f314679798c630b2b7f,1800,1789,11,11,0.006111111111111111,3092.5616666666665,4169848.0,27.44256
fixed,radio_propagation,radio-propagation-qualification-p19,19,21014,1,distributional_shadow_t2,112841ffa03f33128999,1800,1792,8,8,0.0044444444444444444,2987.201111111111,4484978.0,27.44256
fixed,radio_propagation,radio-propagation-qualification-p19,19,21015,1,str_mlo_nmaxinflights_1,837aee4c688e3a290502,1800,1780,20,20,0.011111111111111112,4188.645,4420858.0,26.2544
fixed,radio_propagation,radio-propagation-qualification-p19,19,21015,1,score_aware_t2_v2,99f7711ecf7e03752bff,1800,1782,18,18,0.01,4807.4672222222225,5605357.0,26.2528
fixed,radio_propagation,radio-propagation-qualification-p19,19,21015,1,distributional_shadow_t2,6ae7fd8ad084a99e9ecb,1800,1783,17,17,0.009444444444444445,4753.093888888889,5640557.0,26.25264
fixed,radio_propagation,radio-propagation-qualification-p19,19,21016,1,str_mlo_nmaxinflights_1,89aed42efbb08eefcfe1,1800,1788,12,12,0.006666666666666667,3813.2733333333335,4382206.0,27.52672
fixed,radio_propagation,radio-propagation-qualification-p19,19,21016,1,score_aware_t2_v2,a5ce2ac110fc982e58e6,1800,1787,13,13,0.007222222222222222,4464.893333333333,5554182.0,27.52544
fixed,radio_propagation,radio-propagation-qualification-p19,19,21016,1,distributional_shadow_t2,e9442e810171618406b6,1800,1786,14,14,0.0077777777777777776,4543.876666666667,5563284.0,27.52544
fixed,radio_propagation,radio-propagation-qualification-p20,20,21017,1,str_mlo_nmaxinflights_1,5685b9d56dc6f7d7fb81,1800,1757,43,43,0.02388888888888889,5389.8822222222225,5029210.0,27.31488
fixed,radio_propagation,radio-propagation-qualification-p20,20,21017,1,score_aware_t2_v2,448e48b1cca53af14743,1800,1795,5,5,0.002777777777777778,3775.4533333333334,4951450.0,27.30928
fixed,radio_propagation,radio-propagation-qualification-p20,20,21017,1,distributional_shadow_t2,88387f92242bcd931ed7,1800,1796,4,4,0.0022222222222222222,3667.785,5414760.0,27.30928
fixed,radio_propagation,radio-propagation-qualification-p20,20,21018,1,str_mlo_nmaxinflights_1,07b9055c737d47fdd861,1800,1680,120,120,0.06666666666666667,8786.642222222223,6572716.0,26.6176
fixed,radio_propagation,radio-propagation-qualification-p20,20,21018,1,score_aware_t2_v2,9183fb9633bdf84d1814,1800,1644,156,156,0.08666666666666667,9334.93611111111,7457208.0,26.60976
fixed,radio_propagation,radio-propagation-qualification-p20,20,21018,1,distributional_shadow_t2,eaa82dfa10cbae035f4c,1800,1685,115,115,0.06388888888888888,8685.878333333334,7867339.0,26.60848
fixed,radio_propagation,radio-propagation-qualification-p20,20,21019,1,str_mlo_nmaxinflights_1,d75ad1602644a8b70618,1800,1758,42,42,0.023333333333333334,6570.816666666667,5810251.0,26.66112
fixed,radio_propagation,radio-propagation-qualification-p20,20,21019,1,score_aware_t2_v2,87e3d980719bbd841679,1800,1752,48,48,0.02666666666666667,7148.738888888889,7239749.0,26.65952
fixed,radio_propagation,radio-propagation-qualification-p20,20,21019,1,distributional_shadow_t2,38dc033a4b8966ac1f15,1800,1760,40,40,0.022222222222222223,6921.71,7349149.0,26.65632
fixed,radio_propagation,radio-propagation-qualification-p20,20,21020,1,str_mlo_nmaxinflights_1,86c2a5aade2cb84a3acd,1800,1504,296,296,0.16444444444444445,12727.146111111111,9936995.0,25.9944
fixed,radio_propagation,radio-propagation-qualification-p20,20,21020,1,score_aware_t2_v2,5a938c649a3512563037,1800,1393,407,407,0.22611111111111112,14443.239444444445,12878820.0,25.9952
fixed,radio_propagation,radio-propagation-qualification-p20,20,21020,1,distributional_shadow_t2,9466e49d79c60fe1ebc2,1800,1470,330,330,0.18333333333333332,13412.318333333333,13347231.0,25.9952
fixed,radio_propagation,radio-propagation-qualification-p21,21,21021,1,str_mlo_nmaxinflights_1,0b3d01f2fbf3294895e1,1800,1796,4,4,0.0022222222222222222,3404.2266666666665,4130217.0,26.3696
fixed,radio_propagation,radio-propagation-qualification-p21,21,21021,1,score_aware_t2_v2,40d2556d43fcf221400d,1800,1796,4,4,0.0022222222222222222,3101.676111111111,4263862.0,26.3688
fixed,radio_propagation,radio-propagation-qualification-p21,21,21021,1,distributional_shadow_t2,da3b57aa828f4187bbf1,1800,1797,3,3,0.0016666666666666668,3027.6,4486909.0,26.3688
fixed,radio_propagation,radio-propagation-qualification-p21,21,21022,1,str_mlo_nmaxinflights_1,2939396f8c1375306a77,1800,1776,24,24,0.013333333333333334,4602.6194444444445,4773936.0,25.34784
fixed,radio_propagation,radio-propagation-qualification-p21,21,21022,1,score_aware_t2_v2,68fe5d5dc0c93a90b8f7,1800,1777,23,23,0.012777777777777779,5286.522777777778,6289406.0,25.34752
fixed,radio_propagation,radio-propagation-qualification-p21,21,21022,1,distributional_shadow_t2,4a8dc497db2bc7ddf10f,1800,1778,22,22,0.012222222222222223,5309.333888888889,6290378.0,25.34752
fixed,radio_propagation,radio-propagation-qualification-p21,21,21023,1,str_mlo_nmaxinflights_1,a6728571ddfc3075955f,1800,1795,5,5,0.002777777777777778,3318.701111111111,4073217.0,26.30352
fixed,radio_propagation,radio-propagation-qualification-p21,21,21023,1,score_aware_t2_v2,b76aaab1f6225a41c43c,1800,1793,7,7,0.0038888888888888888,3622.9422222222224,4645977.0,26.30416
fixed,radio_propagation,radio-propagation-qualification-p21,21,21023,1,distributional_shadow_t2,3692258cc0e422abd775,1800,1793,7,7,0.0038888888888888888,3525.478888888889,4778485.0,26.30416
fixed,radio_propagation,radio-propagation-qualification-p21,21,21024,1,str_mlo_nmaxinflights_1,b1d9526ec7d2f41eb6f0,1800,1765,35,35,0.019444444444444445,4979.4383333333335,4795218.0,26.97776
fixed,radio_propagation,radio-propagation-qualification-p21,21,21024,1,score_aware_t2_v2,515d1c45c324b64ca9d8,1800,1758,42,42,0.023333333333333334,5999.578333333333,6226642.0,26.97472
fixed,radio_propagation,radio-propagation-qualification-p21,21,21024,1,distributional_shadow_t2,eaf7c05cb6d1563ddf62,1800,1767,33,33,0.018333333333333333,5780.327222222222,6266935.0,26.97472
fixed,radio_propagation,radio-propagation-qualification-p22,22,21025,1,str_mlo_nmaxinflights_1,dfb6dd3f974f710ff8e4,1800,1800,0,0,0.0,2424.6511111111113,3515933.0,26.67936
fixed,radio_propagation,radio-propagation-qualification-p22,22,21025,1,score_aware_t2_v2,83aadec8598a1ba57098,1800,1799,1,1,0.0005555555555555556,2568.4394444444442,3649616.0,26.68256
fixed,radio_propagation,radio-propagation-qualification-p22,22,21025,1,distributional_shadow_t2,36c87af9b5a711cd3c9f,1800,1800,0,0,0.0,2431.2205555555556,3893903.0,26.68256
fixed,radio_propagation,radio-propagation-qualification-p22,22,21026,1,str_mlo_nmaxinflights_1,393cd886ed9af91aaa78,1800,1795,5,5,0.002777777777777778,3092.492222222222,3867180.0,27.30912
fixed,radio_propagation,radio-propagation-qualification-p22,22,21026,1,score_aware_t2_v2,9df53474c12554d5b1eb,1800,1793,7,7,0.0038888888888888888,3592.596666666667,4643520.0,27.04032
fixed,radio_propagation,radio-propagation-qualification-p22,22,21026,1,distributional_shadow_t2,cbf9c8ae898339f940bb,1800,1795,5,5,0.002777777777777778,3496.8866666666668,4672764.0,27.04032
fixed,radio_propagation,radio-propagation-qualification-p22,22,21027,1,str_mlo_nmaxinflights_1,21a7ce8348580ffe3e95,1800,1800,0,0,0.0,1868.3666666666666,3130622.0,26.65472
fixed,radio_propagation,radio-propagation-qualification-p22,22,21027,1,score_aware_t2_v2,028d2e41fa69e69d9b7d,1800,1799,1,1,0.0005555555555555556,2127.0516666666667,3244190.0,26.65328
fixed,radio_propagation,radio-propagation-qualification-p22,22,21027,1,distributional_shadow_t2,82bb046e096888f3cd94,1800,1800,0,0,0.0,2032.951111111111,3511362.0,26.65328
fixed,radio_propagation,radio-propagation-qualification-p22,22,21028,1,str_mlo_nmaxinflights_1,f296bb5920d7d5793742,1800,1800,0,0,0.0,2492.8433333333332,3569900.0,27.09808
fixed,radio_propagation,radio-propagation-qualification-p22,22,21028,1,score_aware_t2_v2,eec94034efdd4e8b5ee0,1800,1800,0,0,0.0,2693.108888888889,3786039.0,27.09872
fixed,radio_propagation,radio-propagation-qualification-p22,22,21028,1,distributional_shadow_t2,4b99d50b4058cdfa6874,1800,1800,0,0,0.0,2603.4377777777777,4044280.0,27.09872
fixed,radio_propagation,radio-propagation-qualification-p23,23,21029,1,str_mlo_nmaxinflights_1,a99c2fb8301065086595,1800,1312,488,488,0.27111111111111114,16267.913333333334,9481669.0,26.34
fixed,radio_propagation,radio-propagation-qualification-p23,23,21029,1,score_aware_t2_v2,d4c41da2db37ded9b912,1800,1130,670,670,0.37222222222222223,19658.569444444445,14221992.0,26.33584
fixed,radio_propagation,radio-propagation-qualification-p23,23,21029,1,distributional_shadow_t2,2d81ee1c5d50a80817bc,1800,1153,647,647,0.35944444444444446,19254.6,14293224.0,26.33584
fixed,radio_propagation,radio-propagation-qualification-p23,23,21030,1,str_mlo_nmaxinflights_1,5158a50f0ce12503acd2,1800,1437,363,363,0.20166666666666666,14552.833888888888,8985866.0,26.32752
fixed,radio_propagation,radio-propagation-qualification-p23,23,21030,1,score_aware_t2_v2,da7d1150de1d81ba764f,1800,1254,546,546,0.30333333333333334,18017.54,11546898.0,26.31712
fixed,radio_propagation,radio-propagation-qualification-p23,23,21030,1,distributional_shadow_t2,d9cba4742bd84662a175,1800,1297,503,503,0.27944444444444444,17364.32222222222,11834456.0,26.31712
fixed,radio_propagation,radio-propagation-qualification-p23,23,21031,1,str_mlo_nmaxinflights_1,9d6a0166040a124d0331,1800,1293,507,507,0.2816666666666667,17298.797222222223,10288917.0,25.95728
fixed,radio_propagation,radio-propagation-qualification-p23,23,21031,1,score_aware_t2_v2,326adc21ef0719e45bd4,1800,1175,625,625,0.3472222222222222,19096.189444444444,12227631.0,25.95792
fixed,radio_propagation,radio-propagation-qualification-p23,23,21031,1,distributional_shadow_t2,bf1f739b4c42fb8db2a4,1800,1241,559,559,0.31055555555555553,18089.466111111113,12796745.0,25.95744
fixed,radio_propagation,radio-propagation-qualification-p23,23,21032,1,str_mlo_nmaxinflights_1,28fcaa0f259c76f2a43f,1800,1371,429,429,0.23833333333333334,16437.96277777778,10149693.0,26.73408
fixed,radio_propagation,radio-propagation-qualification-p23,23,21032,1,score_aware_t2_v2,55f076a05db43bee4143,1800,1273,527,527,0.2927777777777778,17812.655,11169642.0,26.72112
fixed,radio_propagation,radio-propagation-qualification-p23,23,21032,1,distributional_shadow_t2,6cdc5cc1468eabde264f,1800,1331,469,469,0.26055555555555554,17057.79611111111,11939166.0,26.72112
fixed,obss_intensity,obss-intensity-qualification-p16,16,21033,1,str_mlo_nmaxinflights_1,7791f434259b2a5daf40,1800,1724,76,76,0.042222222222222223,5867.04,4874042.0,29.91856
fixed,obss_intensity,obss-intensity-qualification-p16,16,21033,1,score_aware_t2_v2,592b2d28f5a2c97ffa4d,1800,1708,92,92,0.051111111111111114,6938.0072222222225,6273804.0,29.9208
fixed,obss_intensity,obss-intensity-qualification-p16,16,21033,1,distributional_shadow_t2,766f48e169c53d236027,1800,1709,91,91,0.050555555555555555,6922.985555555556,6349473.0,29.92048
fixed,obss_intensity,obss-intensity-qualification-p16,16,21034,1,str_mlo_nmaxinflights_1,4907f69444183af40cde,1800,1761,39,39,0.021666666666666667,4187.446666666667,4148282.0,30.44192
fixed,obss_intensity,obss-intensity-qualification-p16,16,21034,1,score_aware_t2_v2,3ce24618cd012538cb2b,1800,1787,13,13,0.007222222222222222,3678.13,4729189.0,30.44384
fixed,obss_intensity,obss-intensity-qualification-p16,16,21034,1,distributional_shadow_t2,27c786ccd530ee14c088,1800,1790,10,10,0.005555555555555556,3637.777222222222,4896313.0,30.44352
fixed,obss_intensity,obss-intensity-qualification-p16,16,21035,1,str_mlo_nmaxinflights_1,52a60158c08ffc9c3232,1800,1722,78,78,0.043333333333333335,6280.2283333333335,5117593.0,30.492
fixed,obss_intensity,obss-intensity-qualification-p16,16,21035,1,score_aware_t2_v2,9fd5c829a18193ed620b,1800,1713,87,87,0.04833333333333333,6673.245555555555,6178461.0,30.49248
fixed,obss_intensity,obss-intensity-qualification-p16,16,21035,1,distributional_shadow_t2,6f65af4bf7636bb86fb3,1800,1729,71,71,0.03944444444444444,6263.846111111111,6384339.0,30.49248
fixed,obss_intensity,obss-intensity-qualification-p16,16,21036,1,str_mlo_nmaxinflights_1,c124f2b842ca9fb86cd7,1800,1789,11,11,0.006111111111111111,3486.1922222222224,4015311.0,30.48688
fixed,obss_intensity,obss-intensity-qualification-p16,16,21036,1,score_aware_t2_v2,2afb8ec46b1731c2e499,1800,1790,10,10,0.005555555555555556,3531.737222222222,4683221.0,30.48128
fixed,obss_intensity,obss-intensity-qualification-p16,16,21036,1,distributional_shadow_t2,2e99e097a9ddc7ba614a,1800,1792,8,8,0.0044444444444444444,3548.676111111111,4745187.0,30.48128
fixed,obss_intensity,obss-intensity-qualification-p17,17,21037,1,str_mlo_nmaxinflights_1,374e60989154b57c0657,1800,852,948,948,0.5266666666666666,21824.81611111111,5934880.0,73.19664
fixed,obss_intensity,obss-intensity-qualification-p17,17,21037,1,score_aware_t2_v2,adaa733e5f0ad6c2255f,1800,946,854,854,0.47444444444444445,20685.735,6234331.0,74.68288
fixed,obss_intensity,obss-intensity-qualification-p17,17,21037,1,distributional_shadow_t2,16da7be60e94ec44212e,1800,940,860,860,0.4777777777777778,20737.816666666666,6288155.0,74.64256
fixed,obss_intensity,obss-intensity-qualification-p17,17,21038,1,str_mlo_nmaxinflights_1,277e8ac9f98bb63902d3,1800,430,1370,1370,0.7611111111111111,28240.653333333332,7745931.0,75.5552
fixed,obss_intensity,obss-intensity-qualification-p17,17,21038,1,score_aware_t2_v2,04add1cabc540c207727,1800,379,1421,1421,0.7894444444444444,29014.16611111111,7371408.0,75.22848
fixed,obss_intensity,obss-intensity-qualification-p17,17,21038,1,distributional_shadow_t2,8f1c8012d37abe19b7a3,1800,406,1394,1394,0.7744444444444445,28776.739444444444,7723478.0,75.3312
fixed,obss_intensity,obss-intensity-qualification-p17,17,21039,1,str_mlo_nmaxinflights_1,823e021bc9f34dfb16ae,1800,465,1335,1335,0.7416666666666667,27993.44,5408570.0,70.70032
fixed,obss_intensity,obss-intensity-qualification-p17,17,21039,1,score_aware_t2_v2,fd31d7828880b3849d0d,1800,630,1170,1170,0.65,25985.805,5437731.0,70.37616
fixed,obss_intensity,obss-intensity-qualification-p17,17,21039,1,distributional_shadow_t2,7889bac5ae485dc001c9,1800,630,1170,1170,0.65,25998.976666666666,5183225.0,70.43744
fixed,obss_intensity,obss-intensity-qualification-p17,17,21040,1,str_mlo_nmaxinflights_1,75673e48baed381d2775,1800,262,1538,1538,0.8544444444444445,30276.070555555554,5157989.0,71.0472
fixed,obss_intensity,obss-intensity-qualification-p17,17,21040,1,score_aware_t2_v2,78c1a837b9f2d5686cd4,1800,1210,590,590,0.3277777777777778,16730.129444444443,6909059.0,63.00784
fixed,obss_intensity,obss-intensity-qualification-p17,17,21040,1,distributional_shadow_t2,a22eb9c7b1727eef28b2,1800,1212,588,588,0.32666666666666666,16799.312777777777,7088819.0,62.58384
fixed,obss_intensity,obss-intensity-qualification-p18,18,21041,1,str_mlo_nmaxinflights_1,318ba779f4aa734fd3c0,1800,1799,1,1,0.0005555555555555556,2715.9088888888887,3422886.0,40.88688
fixed,obss_intensity,obss-intensity-qualification-p18,18,21041,1,score_aware_t2_v2,ff4fe4abb0e591bfd774,1800,1797,3,3,0.0016666666666666668,2484.4211111111113,3356875.0,40.8824
fixed,obss_intensity,obss-intensity-qualification-p18,18,21041,1,distributional_shadow_t2,c39e701a67be31938564,1800,1799,1,1,0.0005555555555555556,2350.7244444444445,3772424.0,40.88352
fixed,obss_intensity,obss-intensity-qualification-p18,18,21042,1,str_mlo_nmaxinflights_1,ea5ed42e9cf0b6a27dda,1800,1628,172,172,0.09555555555555556,8941.125555555556,5919225.0,40.13072
fixed,obss_intensity,obss-intensity-qualification-p18,18,21042,1,score_aware_t2_v2,5739c4a1a126fcd3616b,1800,1527,273,273,0.15166666666666667,11646.726111111111,7414698.0,40.12592
fixed,obss_intensity,obss-intensity-qualification-p18,18,21042,1,distributional_shadow_t2,505eab239cf0e2fa20a1,1800,1536,264,264,0.14666666666666667,11506.761666666667,7628890.0,40.12496
fixed,obss_intensity,obss-intensity-qualification-p18,18,21043,1,str_mlo_nmaxinflights_1,0ec3c5e9256c069a483a,1800,1784,16,16,0.008888888888888889,3659.087777777778,3918347.0,42.11088
fixed,obss_intensity,obss-intensity-qualification-p18,18,21043,1,score_aware_t2_v2,32a1837eac8df12b3e4b,1800,1766,34,34,0.01888888888888889,4910.58,5119109.0,41.60608
fixed,obss_intensity,obss-intensity-qualification-p18,18,21043,1,distributional_shadow_t2,dab6c0a878ddc497f48b,1800,1762,38,38,0.021111111111111112,5137.310555555556,5044838.0,42.11424
fixed,obss_intensity,obss-intensity-qualification-p18,18,21044,1,str_mlo_nmaxinflights_1,0138971c7999a5c94a13,1800,1671,129,129,0.07166666666666667,7606.4238888888885,5606697.0,40.2992
fixed,obss_intensity,obss-intensity-qualification-p18,18,21044,1,score_aware_t2_v2,39343ff7dac44dac946d,1800,1541,259,259,0.1438888888888889,11058.66111111111,7623049.0,40.30544
fixed,obss_intensity,obss-intensity-qualification-p18,18,21044,1,distributional_shadow_t2,3fa11e28294476ca41e6,1800,1543,257,257,0.14277777777777778,11142.49111111111,7621537.0,40.30544
fixed,obss_intensity,obss-intensity-qualification-p19,19,21045,1,str_mlo_nmaxinflights_1,28dbcfeeba5ac0474d83,1800,1249,551,551,0.3061111111111111,15448.772777777778,6037913.0,52.74064
fixed,obss_intensity,obss-intensity-qualification-p19,19,21045,1,score_aware_t2_v2,82b3c5e3cd7439c12554,1800,1282,518,518,0.2877777777777778,15521.826666666666,6649911.0,52.6876
fixed,obss_intensity,obss-intensity-qualification-p19,19,21045,1,distributional_shadow_t2,c85ba966b51a3ec0bdbc,1800,1315,485,485,0.26944444444444443,15049.696666666667,6920935.0,52.672
fixed,obss_intensity,obss-intensity-qualification-p19,19,21046,1,str_mlo_nmaxinflights_1,80f2e48b579e8aa72af0,1800,716,1084,1084,0.6022222222222222,24395.76,8189006.0,52.82808
fixed,obss_intensity,obss-intensity-qualification-p19,19,21046,1,score_aware_t2_v2,e6afbc10d239a8e5e2ef,1800,620,1180,1180,0.6555555555555556,25663.713333333333,8720622.0,51.76664
fixed,obss_intensity,obss-intensity-qualification-p19,19,21046,1,distributional_shadow_t2,490ccf45e74f65cb0199,1800,638,1162,1162,0.6455555555555555,25527.126111111113,9339070.0,51.77232
fixed,obss_intensity,obss-intensity-qualification-p19,19,21047,1,str_mlo_nmaxinflights_1,bf911ffc159f398accaf,1800,1617,183,183,0.10166666666666667,8070.475555555556,4410071.0,51.46416
fixed,obss_intensity,obss-intensity-qualification-p19,19,21047,1,score_aware_t2_v2,b522a6d52de5966dfd69,1800,1151,649,649,0.3605555555555556,17526.325555555555,6182184.0,52.376
fixed,obss_intensity,obss-intensity-qualification-p19,19,21047,1,distributional_shadow_t2,78e1bddd69f5a225f0b1,1800,1137,663,663,0.36833333333333335,17795.068888888887,6220380.0,52.33952
fixed,obss_intensity,obss-intensity-qualification-p19,19,21048,1,str_mlo_nmaxinflights_1,6886e189336bcfc31a66,1800,1555,245,245,0.1361111111111111,9918.570555555556,4670846.0,51.85864
