mode,family_id,scenario_id,parameter_sample,seed,run,arm_id,run_id,generated_frame_count,completed_frame_count,incomplete_frame_count,deadline_miss_count,all_generated_deadline_miss_rate,all_generated_censored_mean_us,sender_airtime_us,background_throughput_mbps
fixed,obss_intensity,obss-intensity-qualification-p19,19,21048,1,score_aware_t2_v2,dc3a4e7f89b342c002c3,1800,1427,373,373,0.20722222222222222,13047.633333333333,5809667.0,51.8016
fixed,obss_intensity,obss-intensity-qualification-p19,19,21048,1,distributional_shadow_t2,30c63450ab80390a4c4c,1800,1449,351,351,0.195,12895.839444444444,5904810.0,51.7948
fixed,obss_intensity,obss-intensity-qualification-p20,20,21049,1,str_mlo_nmaxinflights_1,9893eb6f2fe9e4ed4f1a,1800,1,1799,1799,0.9994444444444445,33317.578888888886,4098009.0,70.51608
fixed,obss_intensity,obss-intensity-qualification-p20,20,21049,1,score_aware_t2_v2,c146c6c2776be572f63b,1800,5,1795,1795,0.9972222222222222,33272.25111111111,2683013.0,69.43432
fixed,obss_intensity,obss-intensity-qualification-p20,20,21049,1,distributional_shadow_t2,dc588d9dee139b3fce08,1800,2,1798,1798,0.9988888888888889,33302.19388888889,2437773.0,69.59328
fixed,obss_intensity,obss-intensity-qualification-p20,20,21050,1,str_mlo_nmaxinflights_1,36f8ffa87f7b9dcb049f,1800,455,1345,1345,0.7472222222222222,27834.399444444443,4582070.0,77.01376
fixed,obss_intensity,obss-intensity-qualification-p20,20,21050,1,score_aware_t2_v2,6841d6c0e0a6bc93015c,1800,421,1379,1379,0.7661111111111111,28511.646666666667,4759463.0,75.94176
fixed,obss_intensity,obss-intensity-qualification-p20,20,21050,1,distributional_shadow_t2,4eddb795d688511756a1,1800,405,1395,1395,0.775,28679.576666666668,4785150.0,76.90024
fixed,obss_intensity,obss-intensity-qualification-p20,20,21051,1,str_mlo_nmaxinflights_1,b7b08745cf903c88af98,1800,12,1788,1788,0.9933333333333333,33209.13277777778,4574328.0,75.38464
fixed,obss_intensity,obss-intensity-qualification-p20,20,21051,1,score_aware_t2_v2,e1202f24a4669108df66,1800,23,1777,1777,0.9872222222222222,33111.85166666667,5706172.0,74.75672
fixed,obss_intensity,obss-intensity-qualification-p20,20,21051,1,distributional_shadow_t2,6b8135f9c708f7f19f42,1800,5,1795,1795,0.9972222222222222,33292.633888888886,5564487.0,74.93208
fixed,obss_intensity,obss-intensity-qualification-p20,20,21052,1,str_mlo_nmaxinflights_1,fb315d018e84a58211f7,1800,83,1717,1717,0.9538888888888889,32478.432777777776,4030449.0,66.39896
fixed,obss_intensity,obss-intensity-qualification-p20,20,21052,1,score_aware_t2_v2,be1cc0e4644edff76958,1800,91,1709,1709,0.9494444444444444,32416.750555555554,4037101.0,65.5712
fixed,obss_intensity,obss-intensity-qualification-p20,20,21052,1,distributional_shadow_t2,75d62ae0eec88396a112,1800,90,1710,1710,0.95,32422.152222222223,3773392.0,65.48416
fixed,obss_intensity,obss-intensity-qualification-p21,21,21053,1,str_mlo_nmaxinflights_1,2bc30448b382ad1a336e,1800,1736,64,64,0.035555555555555556,5609.097777777778,4795344.0,38.93361493333333
fixed,obss_intensity,obss-intensity-qualification-p21,21,21053,1,score_aware_t2_v2,f5a228a63af86e773645,1800,1673,127,127,0.07055555555555555,8382.409444444444,6852168.0,38.93714773333333
fixed,obss_intensity,obss-intensity-qualification-p21,21,21053,1,distributional_shadow_t2,ef9fee5f5ab0d1c4e244,1800,1661,139,139,0.07722222222222222,8725.915,6782736.0,38.93714773333333
fixed,obss_intensity,obss-intensity-qualification-p21,21,21054,1,str_mlo_nmaxinflights_1,078bfbbecd842f226031,1800,1782,18,18,0.01,4174.666666666667,4317577.0,38.714188799999995
fixed,obss_intensity,obss-intensity-qualification-p21,21,21054,1,score_aware_t2_v2,b4ac6c4876d020f25bbe,1800,1781,19,19,0.010555555555555556,4958.280555555555,5551177.0,38.7159552
fixed,obss_intensity,obss-intensity-qualification-p21,21,21054,1,distributional_shadow_t2,1b79575e960097fc495f,1800,1778,22,22,0.012222222222222223,5105.678333333333,5480838.0,38.7159552
fixed,obss_intensity,obss-intensity-qualification-p21,21,21055,1,str_mlo_nmaxinflights_1,953e4e1ab9b4ad429da5,1800,1753,47,47,0.026111111111111113,6624.595,5187545.0,39.517115733333334
fixed,obss_intensity,obss-intensity-qualification-p21,21,21055,1,score_aware_t2_v2,8140a6f8ce156418cf32,1800,1735,65,65,0.03611111111111111,7053.014444444444,6057432.0,39.51063893333333
fixed,obss_intensity,obss-intensity-qualification-p21,21,21055,1,distributional_shadow_t2,393274fdfaca8ff63446,1800,1745,55,55,0.030555555555555555,6936.045555555555,6245824.0,39.51162026666667
fixed,obss_intensity,obss-intensity-qualification-p21,21,21056,1,str_mlo_nmaxinflights_1,7f390aa755444ebc4c7e,1800,1713,87,87,0.04833333333333333,7055.47,5228168.0,39.8387968
fixed,obss_intensity,obss-intensity-qualification-p21,21,21056,1,score_aware_t2_v2,d3f836dc2deec18c96fe,1800,1744,56,56,0.03111111111111111,5403.877222222222,4973789.0,39.838404266666664
fixed,obss_intensity,obss-intensity-qualification-p21,21,21056,1,distributional_shadow_t2,d608c8188a010f96f100,1800,1761,39,39,0.021666666666666667,5107.389444444444,5481198.0,39.838404266666664
fixed,obss_intensity,obss-intensity-qualification-p22,22,21057,1,str_mlo_nmaxinflights_1,ae2b3a000ca3f147ec35,1800,1647,153,153,0.085,8517.594444444445,5278150.0,47.23333973333333
fixed,obss_intensity,obss-intensity-qualification-p22,22,21057,1,score_aware_t2_v2,850652739494d3d6d253,1800,1570,230,230,0.12777777777777777,10014.99,6555853.0,47.22705920000001
fixed,obss_intensity,obss-intensity-qualification-p22,22,21057,1,distributional_shadow_t2,999bab395f28ec9afd3e,1800,1594,206,206,0.11444444444444445,9688.225,6762175.0,47.229610666666666
fixed,obss_intensity,obss-intensity-qualification-p22,22,21058,1,str_mlo_nmaxinflights_1,6dba905f721ddffaf0f1,1800,1656,144,144,0.08,8096.962222222222,5390684.0,44.567842133333336
fixed,obss_intensity,obss-intensity-qualification-p22,22,21058,1,score_aware_t2_v2,94b92b93fb660412af25,1800,1649,151,151,0.08388888888888889,8735.260555555555,6442085.0,44.567842133333336
fixed,obss_intensity,obss-intensity-qualification-p22,22,21058,1,distributional_shadow_t2,2208b922e538bd5beafd,1800,1660,140,140,0.07777777777777778,8508.040555555555,6767489.0,44.566075733333335
fixed,obss_intensity,obss-intensity-qualification-p22,22,21059,1,str_mlo_nmaxinflights_1,54a019da390627fbc44a,1800,1718,82,82,0.04555555555555556,5835.9094444444445,4322406.0,45.70756266666666
fixed,obss_intensity,obss-intensity-qualification-p22,22,21059,1,score_aware_t2_v2,0161dd36af4ae769a0ee,1800,1783,17,17,0.009444444444444445,3506.886111111111,3808116.0,45.7079552
fixed,obss_intensity,obss-intensity-qualification-p22,22,21059,1,distributional_shadow_t2,6b52529a7594bb8f430f,1800,1788,12,12,0.006666666666666667,3401.258888888889,4348666.0,45.7079552
fixed,obss_intensity,obss-intensity-qualification-p22,22,21060,1,str_mlo_nmaxinflights_1,7c19fae9cad1d0b61b88,1800,1590,210,210,0.11666666666666667,9311.295,5501536.0,46.749542399999996
fixed,obss_intensity,obss-intensity-qualification-p22,22,21060,1,score_aware_t2_v2,8b77443d81631a8239f5,1800,1453,347,347,0.19277777777777777,12193.02,7063003.0,46.75582293333333
fixed,obss_intensity,obss-intensity-qualification-p22,22,21060,1,distributional_shadow_t2,13ab54df6a50a8cc3feb,1800,1473,327,327,0.18166666666666667,11964.528333333334,7149767.0,46.753664
fixed,obss_intensity,obss-intensity-qualification-p23,23,21061,1,str_mlo_nmaxinflights_1,db6a100a92a3868b7092,1800,1794,6,6,0.0033333333333333335,2516.4694444444444,3384157.0,18.78536
fixed,obss_intensity,obss-intensity-qualification-p23,23,21061,1,score_aware_t2_v2,7ef7fad24e27135e2221,1800,1799,1,1,0.0005555555555555556,2143.173333333333,3238160.0,18.78808
fixed,obss_intensity,obss-intensity-qualification-p23,23,21061,1,distributional_shadow_t2,e0a7e9b5653f7e34d17d,1800,1800,0,0,0.0,2010.3527777777779,3572610.0,18.78824
fixed,obss_intensity,obss-intensity-qualification-p23,23,21062,1,str_mlo_nmaxinflights_1,0a87113dd6dea85341a7,1800,1743,57,57,0.03166666666666667,4713.58,4390165.0,17.95384
fixed,obss_intensity,obss-intensity-qualification-p23,23,21062,1,score_aware_t2_v2,c62d86ba1b6fbd970ab4,1800,1717,83,83,0.04611111111111111,5893.879444444445,5690601.0,17.9568
fixed,obss_intensity,obss-intensity-qualification-p23,23,21062,1,distributional_shadow_t2,1cae96f1d24b910b070d,1800,1720,80,80,0.044444444444444446,5905.109444444444,5731577.0,17.9568
fixed,obss_intensity,obss-intensity-qualification-p23,23,21063,1,str_mlo_nmaxinflights_1,858029e5705024ac8907,1800,1771,29,29,0.01611111111111111,3654.3483333333334,4001269.0,18.03392
fixed,obss_intensity,obss-intensity-qualification-p23,23,21063,1,score_aware_t2_v2,8e3c54e6b44d722b1c4f,1800,1792,8,8,0.0044444444444444444,3083.166111111111,4154047.0,18.03
fixed,obss_intensity,obss-intensity-qualification-p23,23,21063,1,distributional_shadow_t2,fe896fc7f47955efb8a6,1800,1795,5,5,0.002777777777777778,2925.653888888889,4424573.0,18.03
fixed,obss_intensity,obss-intensity-qualification-p23,23,21064,1,str_mlo_nmaxinflights_1,4b4af9fe23e8d81d5cdd,1800,1736,64,64,0.035555555555555556,4782.956666666667,4434986.0,17.64648
fixed,obss_intensity,obss-intensity-qualification-p23,23,21064,1,score_aware_t2_v2,e9e754d27ba3da20f305,1800,1710,90,90,0.05,5930.751111111111,5766766.0,17.64632
fixed,obss_intensity,obss-intensity-qualification-p23,23,21064,1,distributional_shadow_t2,40e35472e43ad4d60bcc,1800,1713,87,87,0.04833333333333333,5896.502222222222,5771175.0,17.64648
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21065,1,str_mlo_nmaxinflights_1,d0fefc1f54fa6805b732,1800,1790,10,10,0.005555555555555556,3487.2105555555554,4100443.0,26.94672
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21065,1,score_aware_t2_v2,730d54e5472128f7410c,1800,1788,12,12,0.006666666666666667,3530.741666666667,4650307.0,26.9472
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21065,1,distributional_shadow_t2,c7623645916d2d14c21e,1800,1789,11,11,0.006111111111111111,3485.8972222222224,4784071.0,26.9472
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21066,1,str_mlo_nmaxinflights_1,a5aaf41c3d806dc2caa1,1800,1779,21,21,0.011666666666666667,4562.2716666666665,4605121.0,26.52384
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21066,1,score_aware_t2_v2,fdbdac453349fd4043e3,1800,1778,22,22,0.012222222222222223,4725.756666666667,5234198.0,26.5024
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21066,1,distributional_shadow_t2,874f17a75f4752c41dfb,1800,1784,16,16,0.008888888888888889,4428.815555555556,5435634.0,26.5024
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21067,1,str_mlo_nmaxinflights_1,4ce2819cf0c1d16bfa9d,1800,1796,4,4,0.0022222222222222222,2865.802777777778,3821323.0,26.3336
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21067,1,score_aware_t2_v2,f90452fa41e7db45f1ea,1800,1795,5,5,0.002777777777777778,3287.3166666666666,4433042.0,26.33408
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21067,1,distributional_shadow_t2,6e97436dbfe65e99c7d9,1800,1795,5,5,0.002777777777777778,3199.1644444444446,4582943.0,26.33408
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21068,1,str_mlo_nmaxinflights_1,08ecbd3ae8aece8738bf,1800,1798,2,2,0.0011111111111111111,2258.883888888889,3375784.0,26.69344
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21068,1,score_aware_t2_v2,96b91710d7002a6baafc,1800,1798,2,2,0.0011111111111111111,2453.303888888889,3493893.0,26.69296
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p16,16,21068,1,distributional_shadow_t2,66b1bc7ac653e4e283c8,1800,1799,1,1,0.0005555555555555556,2348.01,3757525.0,26.69296
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21069,1,str_mlo_nmaxinflights_1,615e6ad9f6cab70ecb5e,1800,1796,4,4,0.0022222222222222222,3367.305,4115517.0,27.43152
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21069,1,score_aware_t2_v2,affe278e7ccbe5a99e9c,1800,1794,6,6,0.0033333333333333335,3877.1311111111113,5087470.0,27.43152
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21069,1,distributional_shadow_t2,1ff2368ab5a2272caf47,1800,1792,8,8,0.0044444444444444444,3953.3805555555555,5052873.0,27.43152
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21070,1,str_mlo_nmaxinflights_1,da3479d879a236857ec0,1800,1798,2,2,0.0011111111111111111,2789.157222222222,3637107.0,27.30608
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21070,1,score_aware_t2_v2,9e953f92eb87d1196548,1800,1798,2,2,0.0011111111111111111,2484.8366666666666,3586596.0,27.30608
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21070,1,distributional_shadow_t2,02ece77e47ae377fc178,1800,1800,0,0,0.0,2362.4944444444445,3903068.0,27.30608
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21071,1,str_mlo_nmaxinflights_1,3adbf144ee719bdb250f,1800,1789,11,11,0.006111111111111111,3546.0183333333334,4250515.0,26.01328
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21071,1,score_aware_t2_v2,502bfb4a69b84d98f9fd,1800,1795,5,5,0.002777777777777778,4062.963333333333,5411047.0,26.01328
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21071,1,distributional_shadow_t2,bfd0318e1a747d7a95b2,1800,1793,7,7,0.0038888888888888888,4209.025555555556,5356859.0,26.01328
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21072,1,str_mlo_nmaxinflights_1,15be909c41a83f8fb87a,1800,1800,0,0,0.0,2163.145,3391866.0,25.912
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21072,1,score_aware_t2_v2,cfdba698f79d26088d8e,1800,1800,0,0,0.0,2585.117222222222,3677974.0,25.912
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p17,17,21072,1,distributional_shadow_t2,9cf87fc210fedb5758fb,1800,1800,0,0,0.0,2414.587777777778,3922282.0,25.912
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21073,1,str_mlo_nmaxinflights_1,29fdda1448e1cc941c29,1800,1763,37,37,0.020555555555555556,5115.831111111111,4672173.0,26.86048
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21073,1,score_aware_t2_v2,ac774f07e8bd1980aa1e,1800,1756,44,44,0.024444444444444446,6089.212222222222,6174657.0,26.86048
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21073,1,distributional_shadow_t2,3fab03023daea86c49fd,1800,1746,54,54,0.03,6433.685,6171654.0,26.86048
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21074,1,str_mlo_nmaxinflights_1,b96669e0183156a8e77f,1800,1793,7,7,0.0038888888888888888,3375.862222222222,3983457.0,26.28144
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21074,1,score_aware_t2_v2,3b53a2a5aa56cafcad5d,1800,1787,13,13,0.007222222222222222,4162.043333333333,5214840.0,26.28144
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21074,1,distributional_shadow_t2,db73626a9d13863bd58d,1800,1764,36,36,0.02,4799.980555555556,5098562.0,26.28144
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21075,1,str_mlo_nmaxinflights_1,076522d360997a102962,1800,1787,13,13,0.007222222222222222,3654.798888888889,4134234.0,26.67856
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21075,1,score_aware_t2_v2,4e3cc7231b850fb23aa3,1800,1795,5,5,0.002777777777777778,4068.162222222222,5247817.0,26.67856
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21075,1,distributional_shadow_t2,acf0236e5b7293c0ed2e,1800,1787,13,13,0.007222222222222222,4308.905555555555,5207284.0,26.67856
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21076,1,str_mlo_nmaxinflights_1,6b2eab5ef83618e62c3b,1800,1798,2,2,0.0011111111111111111,2346.218888888889,3345338.0,26.27424
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21076,1,score_aware_t2_v2,1dd4f60ee87b1ab919fb,1800,1799,1,1,0.0005555555555555556,2470.2533333333336,3455443.0,26.27424
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p18,18,21076,1,distributional_shadow_t2,c729feb1b9b0f9e80fdf,1800,1800,0,0,0.0,2300.585,3746589.0,26.27424
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21077,1,str_mlo_nmaxinflights_1,4329c14b83517d546ded,1800,1782,18,18,0.01,4929.323333333334,4821183.0,26.70096
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21077,1,score_aware_t2_v2,f5e4d38722f3073178f6,1800,1786,14,14,0.0077777777777777776,4790.826666666667,5468046.0,26.6968
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21077,1,distributional_shadow_t2,0834a690ea14acb099f9,1800,1787,13,13,0.007222222222222222,4696.853888888889,5645936.0,26.69968
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21078,1,str_mlo_nmaxinflights_1,83007429f349929fc915,1800,1787,13,13,0.007222222222222222,4040.793888888889,4446115.0,26.56448
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21078,1,score_aware_t2_v2,f57f14c2aeb1134ae4ce,1800,1784,16,16,0.008888888888888889,5033.962222222222,5871890.0,26.56224
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21078,1,distributional_shadow_t2,566db38ff29fa5f08037,1800,1763,37,37,0.020555555555555556,5482.987777777777,5803613.0,26.56304
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21079,1,str_mlo_nmaxinflights_1,869be2efad3a56a7a87d,1800,1799,1,1,0.0005555555555555556,2474.9883333333332,3438428.0,26.5264
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21079,1,score_aware_t2_v2,ac7a6f90ed0639d3b594,1800,1799,1,1,0.0005555555555555556,2271.7522222222224,3336688.0,26.5216
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21079,1,distributional_shadow_t2,741af17de1e5d081a838,1800,1800,0,0,0.0,2172.295,3717176.0,26.52176
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21080,1,str_mlo_nmaxinflights_1,2a6cb6db2fabeed4c96b,1800,1750,50,50,0.027777777777777776,6679.970555555556,5796144.0,27.68432
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21080,1,score_aware_t2_v2,3a298829b882635f6ab7,1800,1755,45,45,0.025,6476.956111111111,6301368.0,27.68544
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p19,19,21080,1,distributional_shadow_t2,e79660a8bd9d43a5a58c,1800,1767,33,33,0.018333333333333333,6237.172222222222,6598126.0,27.68416
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21081,1,str_mlo_nmaxinflights_1,fb70b887288436a907f5,1800,1795,5,5,0.002777777777777778,3374.67,3974653.0,25.29168
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21081,1,score_aware_t2_v2,082a24e0343e927594d6,1800,1799,1,1,0.0005555555555555556,2869.527222222222,4043169.0,25.29168
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21081,1,distributional_shadow_t2,f61178972b518cb3ffa1,1800,1799,1,1,0.0005555555555555556,2743.3305555555557,4337073.0,25.29168
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21082,1,str_mlo_nmaxinflights_1,5339f08df7a8dde7c974,1800,1769,31,31,0.017222222222222222,5383.868333333333,4907216.0,26.53584
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21082,1,score_aware_t2_v2,456683e427d0a62a7bfe,1800,1758,42,42,0.023333333333333334,6127.982222222222,6033669.0,26.53584
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21082,1,distributional_shadow_t2,af2d462363b923a99a9a,1800,1753,47,47,0.026111111111111113,6086.6611111111115,6181037.0,26.53584
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21083,1,str_mlo_nmaxinflights_1,28d3e71121ad9c6c8cf0,1800,1785,15,15,0.008333333333333333,4068.5005555555554,4277791.0,27.28768
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21083,1,score_aware_t2_v2,05872998fa594a14eba0,1800,1799,1,1,0.0005555555555555556,2607.1544444444444,3823994.0,27.28768
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21083,1,distributional_shadow_t2,1d0c4315f23e796c48da,1800,1800,0,0,0.0,2559.157222222222,4325232.0,27.28768
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21084,1,str_mlo_nmaxinflights_1,e3b7413df59434d2e365,1800,1749,51,51,0.028333333333333332,6328.7538888888885,5468550.0,26.7408
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21084,1,score_aware_t2_v2,e6bfd62caf314dd8a103,1800,1755,45,45,0.025,6212.4672222222225,6108509.0,26.7408
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p20,20,21084,1,distributional_shadow_t2,182da5bc8a112c8ed291,1800,1757,43,43,0.02388888888888889,6056.667222222222,6365810.0,26.7408
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21085,1,str_mlo_nmaxinflights_1,59be6b86113e5909700e,1800,1793,7,7,0.0038888888888888888,3181.568333333333,3718698.0,27.08096
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21085,1,score_aware_t2_v2,84a5b733f061a038bace,1800,1800,0,0,0.0,2303.665,3309090.0,27.0752
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21085,1,distributional_shadow_t2,daef55807c0c2d098958,1800,1800,0,0,0.0,2222.571111111111,3811687.0,27.07936
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21086,1,str_mlo_nmaxinflights_1,2a1c82eb16b920e3baf1,1800,1763,37,37,0.020555555555555556,5217.461111111111,4966321.0,26.30304
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21086,1,score_aware_t2_v2,b0e52dd575790e68be7f,1800,1768,32,32,0.017777777777777778,5272.557222222223,5838636.0,26.29648
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21086,1,distributional_shadow_t2,8b338f5af453c36f55d0,1800,1769,31,31,0.017222222222222222,5242.748888888889,5997249.0,26.29648
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21087,1,str_mlo_nmaxinflights_1,6d1236b2a2d8600c8cbe,1800,1768,32,32,0.017777777777777778,5319.047222222222,4974814.0,27.36144
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21087,1,score_aware_t2_v2,95c2fe85be37902462c3,1800,1785,15,15,0.008333333333333333,4484.9238888888885,5177395.0,27.364
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21087,1,distributional_shadow_t2,b7a4f5195f63640e2f4f,1800,1787,13,13,0.007222222222222222,4393.287777777778,5439884.0,27.364
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21088,1,str_mlo_nmaxinflights_1,881db4f01301f129a58e,1800,1798,2,2,0.0011111111111111111,3037.2322222222224,3808775.0,26.08832
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21088,1,score_aware_t2_v2,c85be2ee29efc3cf5bf3,1800,1798,2,2,0.0011111111111111111,2822.7038888888887,3891651.0,26.08864
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p21,21,21088,1,distributional_shadow_t2,d9935f001b475204d81a,1800,1800,0,0,0.0,2718.4338888888888,4228988.0,26.08912
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21089,1,str_mlo_nmaxinflights_1,e2fa5ef950e59314c369,1800,1754,46,46,0.025555555555555557,5353.932222222223,4721422.0,27.62016
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21089,1,score_aware_t2_v2,4714583e770ff6932417,1800,1724,76,76,0.042222222222222223,6429.343888888889,6012517.0,27.62016
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21089,1,distributional_shadow_t2,583559e2f90a3d4ab42a,1800,1712,88,88,0.04888888888888889,6682.2155555555555,6004991.0,27.62016
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21090,1,str_mlo_nmaxinflights_1,848da38170e0fa7f1249,1800,1797,3,3,0.0016666666666666668,2928.7433333333333,3520756.0,26.4848
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21090,1,score_aware_t2_v2,637abef17aec407e7093,1800,1800,0,0,0.0,2146.483333333333,3182816.0,26.4848
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21090,1,distributional_shadow_t2,12346802fd92c53b539f,1800,1800,0,0,0.0,2071.54,3648978.0,26.4848
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21091,1,str_mlo_nmaxinflights_1,2bc5f2607104a5a0dda2,1800,1751,49,49,0.02722222222222222,5746.91,4914433.0,26.36896
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21091,1,score_aware_t2_v2,d782d8b817cd20ec1e09,1800,1748,52,52,0.028888888888888888,6106.756111111111,5880618.0,26.36896
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21091,1,distributional_shadow_t2,6c5d31768e1f4c78ae6c,1800,1742,58,58,0.03222222222222222,6133.924444444445,6011941.0,26.36896
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21092,1,str_mlo_nmaxinflights_1,8614d9a38f22c3edd91c,1800,1798,2,2,0.0011111111111111111,2522.8611111111113,3467412.0,26.06784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21092,1,score_aware_t2_v2,4baf313b9ccc7b11d362,1800,1798,2,2,0.0011111111111111111,2782.436111111111,3849804.0,26.06784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p22,22,21092,1,distributional_shadow_t2,817f9757cd9c80791c3d,1800,1799,1,1,0.0005555555555555556,2669.9583333333335,4031919.0,26.06784
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21093,1,str_mlo_nmaxinflights_1,53e76681f74c6ec27303,1800,1782,18,18,0.01,4406.6,4525851.0,26.4664
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21093,1,score_aware_t2_v2,01b2ed9527142cd2eef5,1800,1786,14,14,0.0077777777777777776,5101.671111111111,5869867.0,26.4664
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21093,1,distributional_shadow_t2,c91d513bf2924a968a25,1800,1779,21,21,0.011666666666666667,5382.203888888889,5861410.0,26.4664
fixed,obss_geometry_mac,obss-geometry-mac-qualification-p23,23,21094,1,str_mlo_nmaxinflights_1,7f723cb6bddcf64f9232,1800,1791,9,9,0.005,2841.043888888889,3481437.0,26.94784
