family_id,scenario_id,parameter_sample,seed,run,run_id,arm_id,generated_frames,completed_frames,incomplete_frames,late_completed_frames,deadline_misses,deadline_miss_rate,completed_p99_us,censored_mean_us,airtime_link_0_us,airtime_link_1_us,sender_airtime_us,background_bytes_received,actions,completed_actions,action_packets,build_host
obss_intensity,obss-intensity-qualification-p19,19,21048,1,db204603d3880fb1409d,oracle_eventual_missing_repair_t2,1800,1736,64,0,64,0.035555555555555556,32270.75000000001,9473.576666666666,1239385.0,5372494.0,6611879.0,388591200,418,354,4193,wifi-exp-17-30
legacy_coexistence,legacy-coexistence-qualification-p17,17,21133,1,dc81935090dc242af15e,str_mlo_nmaxinflights_1,1800,1280,520,0,520,0.28888888888888886,31762.880000000005,15052.855,3748890.0,2359162.0,6108052.0,202312800,0,0,0,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21175,1,dc983cd9e42331d63b1b,oracle_eventual_missing_repair_t2,1800,1789,11,0,11,0.006111111111111111,32081.44,9240.521666666667,1451871.0,7048685.0,8500556.0,167512800,663,652,7259,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21173,1,dd355cc1df28cba780e9,oracle_eventual_missing_repair_t2,1800,1763,37,0,37,0.020555555555555556,32497.76,9895.760555555555,1475788.0,7049261.0,8525049.0,175533600,610,573,6595,wifi-exp-f2e354c
obss_intensity,obss-intensity-qualification-p17,17,21037,1,de89093dbce44b4cb96d,full_copy_t2,1800,979,821,0,821,0.45611111111111113,32461.420000000002,20292.832777777778,5957178.0,5788091.0,11745269.0,559615200,1800,87,18900,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21174,1,dfd79d5baeadee858986,str_mlo_nmaxinflights_1,1800,1603,197,0,197,0.10944444444444444,30242.780000000002,9763.737777777778,3517458.0,2347904.0,5865362.0,171324000,0,0,0,wifi-exp-17-30
obss_intensity,obss-intensity-qualification-p17,17,21040,1,e30592005d488a277357,full_copy_t0,1800,1310,490,0,490,0.2722222222222222,31431.51000000002,15260.44,5774921.0,6468241.0,12243162.0,466988400,1800,414,18900,wifi-exp-17-30
compound_shift,compound-shift-qualification-p19,19,21173,1,e31f762a877481035a12,str_mlo_nmaxinflights_1,1800,1593,207,0,207,0.115,30254.15999999998,9105.519444444444,2628031.0,2641821.0,5269852.0,175586400,0,0,0,wifi-exp-f2e354c
obss_intensity,obss-intensity-qualification-p17,17,21038,1,e9ce7efcb977e9d08963,full_copy_t2,1800,473,1327,0,1327,0.7372222222222222,32159.12,28024.635555555556,7218482.0,6926272.0,14144754.0,559219200,1800,132,18900,wifi-exp-17-30
compound_shift,compound-shift-qualification-p19,19,21175,1,ea74058b04e22b871bdd,ideal_systematic_fec_12p5_t2,1800,1140,660,0,660,0.36666666666666664,32052.469999999998,18445.886666666665,869231.0,7048685.0,7917916.0,167520000,1800,1783,3660,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21176,1,eee12f31b8740e7e3493,single_5ghz_no_redundancy,1800,1373,427,0,427,0.23722222222222222,32184.64,14456.452777777778,0.0,6068633.0,6068633.0,168176400,0,0,0,wifi-exp-17-30
obss_intensity,obss-intensity-qualification-p19,19,21047,1,ef7c57ddeb5a2a6cfea0,str_mlo_nmaxinflights_1,1800,1617,183,0,183,0.10166666666666667,28631.439999999962,8070.475555555556,1412187.0,2997884.0,4410071.0,385981200,0,0,0,wifi-exp-f2e354c
obss_intensity,obss-intensity-qualification-p19,19,21048,1,efb83fb7bd56280e0698,full_copy_t2,1800,1720,80,0,80,0.044444444444444446,27907.579999999987,7172.185555555556,5140690.0,5372494.0,10513184.0,388173600,1800,1465,18900,wifi-exp-17-30
compound_shift,compound-shift-qualification-p19,19,21173,1,f05675ad202342dff1dc,ideal_systematic_fec_12p5_t2,1800,1195,605,0,605,0.33611111111111114,32332.419999999995,17674.07888888889,978398.0,7049261.0,8027659.0,175536000,1800,1736,3660,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21175,1,f0bd4fc7300ef47dcbe2,full_copy_t2,1800,1779,21,0,21,0.011666666666666667,23295.40000000002,5562.415555555555,4107412.0,7048685.0,11156097.0,167509200,1800,1756,20340,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21175,1,f625b367dfb8b349415c,full_copy_t0,1800,1786,14,0,14,0.0077777777777777776,23548.300000000017,3930.1433333333334,4126337.0,7048685.0,11175022.0,167520000,1800,1766,20340,wifi-exp-f2e354c
radio_propagation,radio-propagation-qualification-p17,17,21005,1,f690b81c92bdbb18f3e0,str_mlo_nmaxinflights_1,1800,1683,117,0,117,0.065,29779.56000000001,8981.504444444445,1537168.0,5535844.0,7073012.0,200689200,0,0,0,wifi-exp-f2e354c
radio_propagation,radio-propagation-qualification-p17,17,21007,1,f6d5ec87a10b42c95c8f,full_copy_t0,1800,1648,152,0,152,0.08444444444444445,29547.979999999992,9964.056666666667,9743002.0,13917080.0,23660082.0,196339200,1800,1421,18900,wifi-exp-f2e354c
legacy_coexistence,legacy-coexistence-qualification-p17,17,21136,1,f8bd7dac09cdae744f57,full_copy_t2,1800,1178,622,0,622,0.34555555555555556,32395.120000000003,18691.88111111111,7966416.0,6864302.0,14830718.0,207969600,1800,718,18900,wifi-exp-17-30
obss_intensity,obss-intensity-qualification-p19,19,21047,1,f99098b4099146c46cf0,single_5ghz_no_redundancy,1800,1067,733,0,733,0.4072222222222222,31291.38,18969.014444444445,0.0,5749520.0,5749520.0,392796600,0,0,0,wifi-exp-f2e354c
obss_intensity,obss-intensity-qualification-p19,19,21046,1,f9b66d1829df0a9f1b3e,oracle_eventual_missing_repair_t2,1800,954,846,0,846,0.47,32615.28,22331.273333333334,6448289.0,8280809.0,14729098.0,395856600,1196,349,12316,wifi-exp-17-30
compound_shift,compound-shift-qualification-p19,19,21175,1,fa58653d01fb638be19d,single_5ghz_no_redundancy,1800,1137,663,0,663,0.36833333333333335,32112.920000000002,18668.36,0.0,7048685.0,7048685.0,167520000,0,0,0,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21176,1,fd0cb805791df573df4c,oracle_eventual_missing_repair_t2,1800,1786,14,0,14,0.0077777777777777776,32231.100000000006,8664.526666666667,899983.0,6068633.0,6968616.0,168178800,427,413,4465,wifi-exp-17-30
obss_intensity,obss-intensity-qualification-p17,17,21037,1,fd4a0ff25d2d9878de0f,full_copy_t0,1800,991,809,0,809,0.4494444444444444,32458.3,20154.544444444444,5604890.0,5788091.0,11392981.0,561848400,1800,112,18900,wifi-exp-f2e354c
radio_propagation,radio-propagation-qualification-p17,17,21005,1,fea6902f615f46e12ade,full_copy_t2,1800,1798,2,0,2,0.0011111111111111111,15859.27,4689.208888888889,4320156.0,9206420.0,13526576.0,200643600,1800,1791,18900,wifi-exp-f2e354c
compound_shift,compound-shift-qualification-p19,19,21174,1,ff2d2c450154901f8809,oracle_eventual_missing_repair_t2,1800,1724,76,0,76,0.042222222222222223,32659.12,11055.207222222221,1504606.0,6606256.0,8110862.0,171224400,468,393,4854,wifi-exp-17-30
